t 1 2 3 4 jK0100 jL0203 jL1
2.498e-05 -844.368 -32924.2 -609.052 10000 14.1497 14.1497 -168.558
2.499e-05 -665.983 -33133.8 -480.381 10000 12.0512 12.0512 -169.313
2.5e-05 -488.453 -33309.7 -352.327 10000 9.93199 9.93199 -169.89
2.501e-05 -311.969 -33451.5 -225.027 10000 7.79423 7.79423 -170.291
2.502e-05 -136.721 -33559 -98.6187 10000 5.64022 5.64022 -170.515
2.503e-05 37.1049 -33631.9 26.7642 10000 3.47226 3.47226 -170.565
2.504e-05 209.327 -33670 150.99 10000 1.29264 1.29264 -170.441
2.505e-05 379.764 -33673.1 273.928 10000 -0.896286 -0.896286 -170.147
2.506e-05 548.24 -33641.2 395.452 10000 -3.09219 -3.09219 -169.683
2.507e-05 714.583 -33574.2 515.437 10000 -5.29269 -5.29269 -169.052
2.508e-05 878.624 -33471.9 633.762 10000 -7.49542 -7.49542 -168.255
2.509e-05 1040.2 -33334.3 750.307 10000 -9.69798 -9.69798 -167.296
2.51e-05 1199.15 -33161.5 864.958 10000 -11.898 -11.898 -166.176
2.511e-05 1355.31 -32953.6 977.6 10000 -14.0931 -14.0931 -164.899
2.512e-05 1508.54 -32710.6 1088.13 10000 -16.2808 -16.2808 -163.467
2.513e-05 1658.68 -32432.7 1196.43 10000 -18.4587 -18.4587 -161.883
2.514e-05 1805.6 -32120 1302.4 10000 -20.6245 -20.6245 -160.151
2.515e-05 1949.16 -31772.8 1405.95 10000 -22.7757 -22.7757 -158.274
2.516e-05 2089.23 -31391.3 1506.99 10000 -24.91 -24.91 -156.254
2.517e-05 2225.68 -30975.9 1605.4 10000 -27.0251 -27.0251 -154.097
2.518e-05 2358.38 -30526.7 1701.12 10000 -29.1184 -29.1184 -151.805
2.519e-05 2487.22 -30044.3 1794.06 10000 -31.1878 -31.1878 -149.382
2.52e-05 2612.1 -29528.9 1884.13 10000 -33.2308 -33.2308 -146.832
2.521e-05 2732.9 -28981.1 1971.27 10000 -35.2452 -35.2452 -144.16
2.522e-05 2849.52 -28401.3 2055.39 10000 -37.2288 -37.2288 -141.369
2.523e-05 2961.88 -27790.1 2136.44 10000 -39.1792 -39.1792 -138.463
2.524e-05 3069.88 -27147.9 2214.34 10000 -41.0942 -41.0942 -135.447
2.525e-05 3173.45 -26475.3 2289.05 10000 -42.9717 -42.9717 -132.325
2.526e-05 3272.51 -25773.1 2360.5 10000 -44.8096 -44.8096 -129.102
2.527e-05 3366.98 -25041.8 2428.64 10000 -46.6056 -46.6056 -125.783
2.528e-05 3456.81 -24282.1 2493.44 10000 -48.3577 -48.3577 -122.371
2.529e-05 3541.93 -23494.7 2554.84 10000 -50.064 -50.064 -118.871
2.53e-05 3622.3 -22680.4 2612.81 10000 -51.7224 -51.7224 -115.289
2.531e-05 3697.87 -21840 2667.32 10000 -53.331 -53.331 -111.629
2.532e-05 3768.61 -20974.2 2718.34 10000 -54.8878 -54.8878 -107.896
2.533e-05 3834.47 -20084 2765.85 10000 -56.3912 -56.3912 -104.094
2.534e-05 3895.43 -19170.1 2809.82 10000 -57.8392 -57.8392 -100.23
2.535e-05 3951.48 -18233.6 2850.25 10000 -59.2302 -59.2302 -96.3061
2.536e-05 4002.59 -17275.2 2887.12 10000 -60.5624 -60.5624 -92.329
2.537e-05 4048.77 -16296.1 2920.42 10000 -61.8344 -61.8344 -88.3034
2.538e-05 4090 -15297 2950.16 10000 -63.0445 -63.0445 -84.234
2.539e-05 4126.29 -14279.2 2976.34 10000 -64.1912 -64.1912 -80.1258
2.54e-05 4157.65 -13243.4 2998.96 10000 -65.2732 -65.2732 -75.9839
2.541e-05 4184.1 -12190.9 3018.04 10000 -66.2891 -66.2891 -71.813
2.542e-05 4205.66 -11122.7 3033.59 10000 -67.2376 -67.2376 -67.6181
2.543e-05 4222.35 -10039.9 3045.63 10000 -68.1175 -68.1175 -63.4041
2.544e-05 4234.22 -8943.53 3054.19 10000 -68.9277 -68.9277 -59.1758
2.545e-05 4241.29 -7834.77 3059.29 10000 -69.6672 -69.6672 -54.9381
2.546e-05 4243.61 -6714.75 3060.97 10000 -70.3348 -70.3348 -50.6956
2.547e-05 4241.24 -5584.63 3059.26 10000 -70.9298 -70.9298 -46.4532
2.548e-05 4234.22 -4445.59 3054.19 10000 -71.4512 -71.4512 -42.2155
2.549e-05 4222.63 -3298.79 3045.83 10000 -71.8984 -71.8984 -37.987
2.55e-05 4206.51 -2145.44 3034.2 10000 -72.2706 -72.2706 -33.7725
2.551e-05 4185.95 -986.735 3019.37 10000 -72.5673 -72.5673 -29.5762
2.552e-05 4161.01 176.107 3001.39 10000 -72.788 -72.788 -25.4028
2.553e-05 4131.79 1341.87 2980.31 10000 -72.9322 -72.9322 -21.2564
2.554e-05 4098.36 2509.32 2956.19 10000 -72.9995 -72.9995 -17.1413
2.555e-05 4060.81 3677.24 2929.11 10000 -72.9898 -72.9898 -13.0617
2.556e-05 4019.23 4844.38 2899.12 10000 -72.9028 -72.9028 -9.02168
2.557e-05 3973.73 6009.51 2866.3 10000 -72.7384 -72.7384 -5.0252
2.558e-05 3924.4 7171.39 2830.71 10000 -72.4967 -72.4967 -1.07614
2.559e-05 3871.35 8328.78 2792.45 10000 -72.1777 -72.1777 2.82173
2.56e-05 3814.68 9480.46 2751.58 10000 -71.7815 -71.7815 6.66475
2.561e-05 3754.52 10625.2 2708.18 10000 -71.3084 -71.3084 10.4494
2.562e-05 3690.97 11761.7 2662.34 10000 -70.7588 -70.7588 14.1721
2.563e-05 3624.16 12888.8 2614.15 10000 -70.133 -70.133 17.8297
2.564e-05 3554.2 14005.4 2563.69 10000 -69.4316 -69.4316 21.4188
2.565e-05 3481.22 15110.1 2511.04 10000 -68.655 -68.655 24.9366
2.566e-05 3405.35 16201.7 2456.32 10000 -67.8041 -67.8041 28.3798
2.567e-05 3326.71 17279.2 2399.59 10000 -66.8795 -66.8795 31.7459
2.568e-05 3245.44 18341.3 2340.97 10000 -65.8821 -65.8821 35.0319
2.569e-05 3161.67 19386.8 2280.55 10000 -64.8127 -64.8127 38.2355
2.57e-05 3075.54 20414.7 2218.42 10000 -63.6724 -63.6724 41.3541
2.571e-05 2987.18 21423.8 2154.68 10000 -62.4623 -62.4623 44.3855
2.572e-05 2896.73 22413 2089.44 10000 -61.1834 -61.1834 47.3274
2.573e-05 2804.33 23381.1 2022.79 10000 -59.8371 -59.8371 50.1779
2.574e-05 2710.12 24327.2 1954.84 10000 -58.4246 -58.4246 52.9352
2.575e-05 2614.24 25250.2 1885.68 10000 -56.9472 -56.9472 55.5973
2.576e-05 2516.84 26149 1815.43 10000 -55.4066 -55.4066 58.1629
2.577e-05 2418.06 27022.7 1744.17 10000 -53.8041 -53.8041 60.6303
2.578e-05 2318.03 27870.3 1672.02 10000 -52.1414 -52.1414 62.9984
2.579e-05 2216.91 28690.8 1599.08 10000 -50.4201 -50.4201 65.2659
2.58e-05 2114.84 29483.3 1525.46 10000 -48.642 -48.642 67.4317
2.581e-05 2011.95 30246.9 1451.24 10000 -46.8088 -46.8088 69.4951
2.582e-05 1908.39 30980.7 1376.54 10000 -44.9225 -44.9225 71.4553
2.583e-05 1804.3 31684 1301.46 10000 -42.9849 -42.9849 73.3116
2.584e-05 1699.82 32355.9 1226.1 10000 -40.998 -40.998 75.0637
2.585e-05 1595.1 32995.5 1150.56 10000 -38.9639 -38.9639 76.7112
2.586e-05 1490.26 33602.3 1074.94 10000 -36.8847 -36.8847 78.2538
2.587e-05 1385.45 34175.5 999.34 10000 -34.7624 -34.7624 79.6917
2.588e-05 1280.8 34714.4 923.852 10000 -32.5994 -32.5994 81.0248
2.589e-05 1176.44 35218.4 848.577 10000 -30.3978 -30.3978 82.2534
2.59e-05 1072.5 35686.8 773.607 10000 -28.1599 -28.1599 83.3779
2.591e-05 969.12 36119.2 699.037 10000 -25.8881 -25.8881 84.3987
2.592e-05 866.42 36515 624.959 10000 -23.5848 -23.5848 85.3165
2.593e-05 764.525 36873.7 551.461 10000 -21.2523 -21.2523 86.1319
2.594e-05 663.557 37194.9 478.631 10000 -18.8931 -18.8931 86.846
2.595e-05 563.636 37478.1 406.557 10000 -16.5097 -16.5097 87.4596
2.596e-05 464.878 37723 335.322 10000 -14.1047 -14.1047 87.9738
2.597e-05 367.397 37929.3 265.008 10000 -11.6805 -11.6805 88.39
2.598e-05 271.302 38096.7 195.693 10000 -9.23969 -9.23969 88.7093
2.599e-05 176.701 38224.8 127.457 10000 -6.78492 -6.78492 88.9333
2.6e-05 83.6984 38313.7 60.3726 10000 -4.31876 -4.31876 89.0635
2.601e-05 -7.60672 38363 -5.48682 10000 -1.84385 -1.84385 89.1016
2.602e-05 -97.1173 38372.6 -70.0518 10000 0.637174 0.637174 89.0492
2.603e-05 -184.74 38342.6 -133.255 10000 3.12167 3.12167 88.9083
2.604e-05 -270.387 38272.7 -195.033 10000 5.60697 5.60697 88.6807
2.605e-05 -353.971 38163.2 -255.324 10000 8.09043 8.09043 88.3685
2.606e-05 -435.413 38013.9 -314.068 10000 10.5694 10.5694 87.9739
2.607e-05 -514.634 37825 -371.211 10000 13.0411 13.0411 87.4988
2.608e-05 -591.562 37596.6 -426.7 10000 15.503 15.503 86.9457
2.609e-05 -666.127 37329 -480.485 10000 17.9525 17.9525 86.3169
2.61e-05 -738.266 37022.3 -532.519 10000 20.3868 20.3868 85.6147
2.611e-05 -807.917 36676.8 -582.76 10000 22.8033 22.8033 84.8416
2.612e-05 -875.025 36292.7 -631.166 10000 25.1994 25.1994 84.0001
2.613e-05 -939.539 35870.6 -677.701 10000 27.5726 27.5726 83.0928
2.614e-05 -1001.41 35410.6 -722.33 10000 29.9202 29.9202 82.1224
2.615e-05 -1060.6 34913.3 -765.023 10000 32.2398 32.2398 81.0914
2.616e-05 -1117.07 34379.2 -805.753 10000 34.5287 34.5287 80.0025
2.617e-05 -1170.78 33808.7 -844.496 10000 36.7845 36.7845 78.8586
2.618e-05 -1221.7 33202.4 -881.23 10000 39.0047 39.0047 77.6624
2.619e-05 -1269.82 32560.8 -915.938 10000 41.1869 41.1869 76.4166
2.62e-05 -1315.11 31884.7 -948.605 10000 43.3288 43.3288 75.1241
2.621e-05 -1357.56 31174.7 -979.222 10000 45.4279 45.4279 73.7878
2.622e-05 -1397.15 30431.4 -1007.78 10000 47.4819 47.4819 72.4104
2.623e-05 -1433.88 29655.6 -1034.27 10000 49.4887 49.4887 70.9949
2.624e-05 -1467.74 28848.1 -1058.7 10000 51.446 51.446 69.5441
2.625e-05 -1498.75 28009.8 -1081.07 10000 53.3517 53.3517 68.0609
2.626e-05 -1526.9 27141.3 -1101.37 10000 55.2036 55.2036 66.548
2.627e-05 -1552.22 26243.7 -1119.63 10000 56.9997 56.9997 65.0085
2.628e-05 -1574.7 25317.8 -1135.85 10000 58.738 58.738 63.445
2.629e-05 -1594.38 24364.6 -1150.04 10000 60.4166 60.4166 61.8605
2.63e-05 -1611.28 23385 -1162.23 10000 62.0336 62.0336 60.2577
2.631e-05 -1625.42 22380 -1172.43 10000 63.5872 63.5872 58.6393
2.632e-05 -1636.84 21350.7 -1180.67 10000 65.0757 65.0757 57.0082
2.633e-05 -1645.58 20298.1 -1186.97 10000 66.4975 66.4975 55.367
2.634e-05 -1651.66 19223.3 -1191.36 10000 67.8509 67.8509 53.7184
2.635e-05 -1655.15 18127.4 -1193.88 10000 69.1343 69.1343 52.0649
2.636e-05 -1656.08 17011.6 -1194.55 10000 70.3465 70.3465 50.4093
2.637e-05 -1654.51 15876.9 -1193.42 10000 71.4859 71.4859 48.754
2.638e-05 -1650.49 14724.6 -1190.52 10000 72.5514 72.5514 47.1015
2.639e-05 -1644.08 13555.9 -1185.89 10000 73.5416 73.5416 45.4542
2.64e-05 -1635.34 12371.9 -1179.59 10000 74.4555 74.4555 43.8145
2.641e-05 -1624.33 11173.9 -1171.65 10000 75.292 75.292 42.1847
2.642e-05 -1611.13 9963.19 -1162.12 10000 76.0501 76.0501 40.567
2.643e-05 -1595.79 8740.96 -1151.06 10000 76.729 76.729 38.9635
2.644e-05 -1578.4 7508.5 -1138.52 10000 77.3278 77.3278 37.3764
2.645e-05 -1559.03 6267.11 -1124.54 10000 77.8458 77.8458 35.8077
2.646e-05 -1537.75 5018.09 -1109.2 10000 78.2825 78.2825 34.2593
2.647e-05 -1514.65 3762.73 -1092.54 10000 78.6372 78.6372 32.7331
2.648e-05 -1489.82 2502.35 -1074.62 10000 78.9096 78.9096 31.2309
2.649e-05 -1463.32 1238.28 -1055.51 10000 79.0992 79.0992 29.7543
2.65e-05 -1435.26 -28.1569 -1035.27 10000 79.2058 79.2058 28.305
2.651e-05 -1405.71 -1295.64 -1013.96 10000 79.2293 79.2293 26.8845
2.652e-05 -1374.77 -2562.83 -991.64 10000 79.1694 79.1694 25.4943
2.653e-05 -1342.53 -3828.39 -968.386 10000 79.0263 79.0263 24.1356
2.654e-05 -1309.09 -5091 -944.259 10000 78.8 78.8 22.8098
2.655e-05 -1274.52 -6349.33 -919.328 10000 78.4906 78.4906 21.518
2.656e-05 -1238.94 -7602.04 -893.66 10000 78.0986 78.0986 20.2613
2.657e-05 -1202.43 -8847.82 -867.324 10000 77.6241 77.6241 19.0406
2.658e-05 -1165.08 -10085.4 -840.389 10000 77.0677 77.0677 17.8568
2.659e-05 -1127.01 -11313.3 -812.924 10000 76.4299 76.4299 16.7108
2.66e-05 -1088.29 -12530.5 -784.999 10000 75.7114 75.7114 15.6032
2.661e-05 -1049.04 -13735.5 -756.685 10000 74.9128 74.9128 14.5345
2.662e-05 -1009.34 -14927 -728.049 10000 74.0349 74.0349 13.5053
2.663e-05 -969.294 -16104 -699.163 10000 73.0787 73.0787 12.516
2.664e-05 -928.996 -17264.9 -670.095 10000 72.0451 72.0451 11.5668
2.665e-05 -888.542 -18408.8 -640.915 10000 70.9352 70.9352 10.6581
2.666e-05 -848.027 -19534.3 -611.691 10000 69.7501 69.7501 9.78978
2.667e-05 -807.545 -20640.2 -582.492 10000 68.491 68.491 8.96199
2.668e-05 -767.19 -21725.4 -553.383 10000 67.1593 67.1593 8.17462
2.669e-05 -727.055 -22788.7 -524.433 10000 65.7563 65.7563 7.4275
2.67e-05 -687.229 -23829 -495.706 10000 64.2834 64.2834 6.72036
2.671e-05 -647.803 -24845.3 -467.268 10000 62.7424 62.7424 6.05284
2.672e-05 -608.865 -25836.3 -439.181 10000 61.1346 61.1346 5.42451
2.673e-05 -570.501 -26801 -411.509 10000 59.4619 59.4619 4.83483
2.674e-05 -532.795 -27738.5 -384.311 10000 57.7259 57.7259 4.28318
2.675e-05 -495.831 -28647.8 -357.649 10000 55.9286 55.9286 3.76887
2.676e-05 -459.689 -29527.8 -331.579 10000 54.0718 54.0718 3.29111
2.677e-05 -424.447 -30377.6 -306.158 10000 52.1574 52.1574 2.84904
2.678e-05 -390.181 -31196.4 -281.442 10000 50.1875 50.1875 2.44172
2.679e-05 -356.965 -31983.2 -257.483 10000 48.1642 48.1642 2.06815
2.68e-05 -324.869 -32737.2 -234.332 10000 46.0896 46.0896 1.72723
2.681e-05 -293.963 -33457.7 -212.039 10000 43.9659 43.9659 1.41782
2.682e-05 -264.311 -34143.8 -190.65 10000 41.7954 41.7954 1.13868
2.683e-05 -235.976 -34794.8 -170.212 10000 39.5803 39.5803 0.888539
2.684e-05 -209.017 -35410 -150.767 10000 37.323 37.323 0.666043
2.685e-05 -183.492 -35988.8 -132.355 10000 35.026 35.026 0.469788
2.686e-05 -159.453 -36530.5 -115.016 10000 32.6915 32.6915 0.298316
2.687e-05 -136.951 -37034.6 -98.7846 10000 30.3223 30.3223 0.150113
2.688e-05 -116.033 -37500.6 -83.6956 10000 27.9207 27.9207 0.0236212
2.689e-05 -96.7404 -37927.8 -69.78 10000 25.4892 25.4892 -0.0827653
2.69e-05 -79.1147 -38316 -57.0663 10000 23.0306 23.0306 -0.170693
2.691e-05 -63.1918 -38664.6 -45.5809 10000 20.5475 20.5475 -0.241846
2.692e-05 -49.0042 -38973.4 -35.3473 10000 18.0423 18.0423 -0.297944
2.693e-05 -36.5812 -39241.8 -26.3864 10000 15.518 15.518 -0.340737
2.694e-05 -25.9479 -39469.8 -18.7165 10000 12.977 12.977 -0.372001
2.695e-05 -17.1261 -39657 -12.3533 10000 10.4222 10.4222 -0.393538
2.696e-05 -10.1336 -39803.2 -7.30945 10000 7.85622 7.85622 -0.407168
2.697e-05 -4.98429 -39908.3 -3.59522 10000 5.28186 5.28186 -0.414727
2.698e-05 -1.68852 -39972.2 -1.21795 10000 2.70185 2.70185 -0.418064
2.699e-05 -0.252641 -39994.8 -0.182232 10000 0.118936 0.118936 -0.419034
2.7e-05 -0.67918 -39976 -0.4899 10000 -2.46413 -2.46413 -0.4195
2.701e-05 -2.96682 -39915.9 -2.14 10000 -5.04458 -5.04458 -0.421323
2.702e-05 -7.11041 -39814.6 -5.12882 10000 -7.61967 -7.61967 -0.426362
2.703e-05 -13.1009 -39672.2 -9.44986 10000 -10.1866 -10.1866 -0.436467
2.704e-05 -20.9256 -39488.7 -15.0939 10000 -12.7428 -12.7428 -0.453481
2.705e-05 -30.5677 -39264.5 -22.0489 10000 -15.2853 -15.2853 -0.479227
2.706e-05 -42.007 -38999.7 -30.3001 10000 -17.8116 -17.8116 -0.515515
2.707e-05 -55.2191 -38694.7 -39.8302 10000 -20.3189 -20.3189 -0.564128
2.708e-05 -70.1764 -38349.7 -50.619 10000 -22.8045 -22.8045 -0.626825
2.709e-05 -86.8472 -37965.1 -62.6438 10000 -25.2659 -25.2659 -0.705337
2.71e-05 -105.196 -37541.4 -75.8793 10000 -27.7003 -27.7003 -0.801359
2.711e-05 -125.185 -37079 -90.2976 10000 -30.1052 -30.1052 -0.91655
2.712e-05 -146.772 -36578.3 -105.868 10000 -32.478 -32.478 -1.05253
2.713e-05 -169.91 -36039.9 -122.558 10000 -34.8162 -34.8162 -1.21087
2.714e-05 -194.551 -35464.5 -140.332 10000 -37.1173 -37.1173 -1.3931
2.715e-05 -220.643 -34852.5 -159.152 10000 -39.3789 -39.3789 -1.6007
2.716e-05 -248.13 -34204.7 -178.979 10000 -41.5986 -41.5986 -1.83508
2.717e-05 -276.954 -33521.7 -199.77 10000 -43.7739 -43.7739 -2.09763
2.718e-05 -307.053 -32804.3 -221.481 10000 -45.9027 -45.9027 -2.38963
2.719e-05 -338.362 -32053.2 -244.064 10000 -47.9826 -47.9826 -2.71234
2.72e-05 -370.815 -31269.3 -267.473 10000 -50.0114 -50.0114 -3.06693
2.721e-05 -404.34 -30453.3 -291.655 10000 -51.987 -51.987 -3.4545
2.722e-05 -438.866 -29606.1 -316.559 10000 -53.9073 -53.9073 -3.87611
2.723e-05 -474.318 -28728.7 -342.131 10000 -55.7702 -55.7702 -4.3327
2.724e-05 -510.617 -27821.9 -368.314 10000 -57.5739 -57.5739 -4.82516
2.725e-05 -547.684 -26886.8 -395.051 10000 -59.3163 -59.3163 -5.35432
2.726e-05 -585.438 -25924.3 -422.283 10000 -60.9958 -60.9958 -5.92088
2.727e-05 -623.794 -24935.5 -449.95 10000 -62.6104 -62.6104 -6.52549
2.728e-05 -662.667 -23921.3 -477.989 10000 -64.1585 -64.1585 -7.16872
2.729e-05 -701.969 -22882.9 -506.338 10000 -65.6385 -65.6385 -7.85104
2.73e-05 -741.611 -21821.4 -534.933 10000 -67.0488 -67.0488 -8.57283
2.731e-05 -781.504 -20738 -563.708 10000 -68.388 -68.388 -9.33439
2.732e-05 -821.555 -19633.6 -592.597 10000 -69.6547 -69.6547 -10.1359
2.733e-05 -861.671 -18509.6 -621.533 10000 -70.8475 -70.8475 -10.9775
2.734e-05 -901.759 -17367.1 -650.449 10000 -71.9652 -71.9652 -11.8592
2.735e-05 -941.723 -16207.3 -679.276 10000 -73.0068 -73.0068 -12.781
2.736e-05 -981.47 -15031.5 -707.946 10000 -73.971 -73.971 -13.7426
2.737e-05 -1020.9 -13840.9 -736.389 10000 -74.8569 -74.8569 -14.7438
2.738e-05 -1059.92 -12636.7 -764.536 10000 -75.6637 -75.6637 -15.7842
2.739e-05 -1098.44 -11420.3 -792.317 10000 -76.3904 -76.3904 -16.8634
2.74e-05 -1136.35 -10192.9 -819.664 10000 -77.0365 -77.0365 -17.9808
2.741e-05 -1173.56 -8955.76 -846.506 10000 -77.6012 -77.6012 -19.1357
2.742e-05 -1209.98 -7710.27 -872.774 10000 -78.0839 -78.0839 -20.3275
2.743e-05 -1245.51 -6457.73 -898.399 10000 -78.4844 -78.4844 -21.5552
2.744e-05 -1280.05 -5199.44 -923.313 10000 -78.8021 -78.8021 -22.818
2.745e-05 -1313.51 -3936.73 -947.447 10000 -79.0367 -79.0367 -24.1148
2.746e-05 -1345.79 -2670.93 -970.735 10000 -79.1882 -79.1882 -25.4444
2.747e-05 -1376.81 -1403.37 -993.109 10000 -79.2564 -79.2564 -26.8057
2.748e-05 -1406.47 -135.389 -1014.5 10000 -79.2412 -79.2412 -28.1974
2.749e-05 -1434.69 1131.68 -1034.86 10000 -79.1429 -79.1429 -29.618
2.75e-05 -1461.37 2396.52 -1054.1 10000 -78.9614 -78.9614 -31.066
2.751e-05 -1486.42 3657.79 -1072.17 10000 -78.6972 -78.6972 -32.5399
2.752e-05 -1509.77 4914.17 -1089.02 10000 -78.3505 -78.3505 -34.038
2.753e-05 -1531.34 6164.35 -1104.57 10000 -77.9218 -77.9218 -35.5585
2.754e-05 -1551.03 7407.01 -1118.78 10000 -77.4116 -77.4116 -37.0997
2.755e-05 -1568.77 8640.87 -1131.58 10000 -76.8206 -76.8206 -38.6596
2.756e-05 -1584.5 9864.63 -1142.92 10000 -76.1494 -76.1494 -40.2363
2.757e-05 -1598.12 11077 -1152.74 10000 -75.3988 -75.3988 -41.8276
2.758e-05 -1609.58 12276.8 -1161.01 10000 -74.5697 -74.5697 -43.4314
2.759e-05 -1618.8 13462.6 -1167.66 10000 -73.6631 -73.6631 -45.0456
2.76e-05 -1625.72 14633.4 -1172.65 10000 -72.68 -72.68 -46.6679
2.761e-05 -1630.29 15787.8 -1175.94 10000 -71.6216 -71.6216 -48.2959
2.762e-05 -1632.43 16924.7 -1177.49 10000 -70.4889 -70.4889 -49.9272
2.763e-05 -1632.09 18042.8 -1177.25 10000 -69.2834 -69.2834 -51.5595
2.764e-05 -1629.23 19141.2 -1175.18 10000 -68.0064 -68.0064 -53.1902
2.765e-05 -1623.8 20218.5 -1171.26 10000 -66.6592 -66.6592 -54.8167
2.766e-05 -1615.74 21273.7 -1165.45 10000 -65.2435 -65.2435 -56.4364
2.767e-05 -1605.03 22305.7 -1157.72 10000 -63.7609 -63.7609 -58.0468
2.768e-05 -1591.61 23313.5 -1148.05 10000 -62.2129 -62.2129 -59.6451
2.769e-05 -1575.47 24296.1 -1136.4 10000 -60.6013 -60.6013 -61.2287
2.77e-05 -1556.57 25252.3 -1122.77 10000 -58.9279 -58.9279 -62.7947
2.771e-05 -1534.88 26181.3 -1107.13 10000 -57.1945 -57.1945 -64.3404
2.772e-05 -1510.39 27082 -1089.46 10000 -55.4032 -55.4032 -65.8631
2.773e-05 -1483.07 27953.7 -1069.76 10000 -53.5557 -53.5557 -67.3598
2.774e-05 -1452.92 28795.4 -1048.01 10000 -51.6543 -51.6543 -68.8278
2.775e-05 -1419.93 29606.2 -1024.21 10000 -49.701 -49.701 -70.2642
2.776e-05 -1384.09 30385.4 -998.363 10000 -47.6979 -47.6979 -71.6662
2.777e-05 -1345.41 31132.2 -970.46 10000 -45.6473 -45.6473 -73.031
2.778e-05 -1303.89 31845.8 -940.509 10000 -43.5513 -43.5513 -74.3556
2.779e-05 -1259.53 32525.5 -908.516 10000 -41.4124 -41.4124 -75.6373
2.78e-05 -1212.36 33170.7 -874.492 10000 -39.2328 -39.2328 -76.8733
2.781e-05 -1162.4 33780.6 -838.449 10000 -37.0149 -37.0149 -78.0607
2.782e-05 -1109.65 34354.8 -800.406 10000 -34.7612 -34.7612 -79.1967
2.783e-05 -1054.16 34892.7 -760.381 10000 -32.4741 -32.4741 -80.2786
2.784e-05 -995.961 35393.8 -718.398 10000 -30.156 -30.156 -81.3037
2.785e-05 -935.081 35857.5 -674.484 10000 -27.8096 -27.8096 -82.2692
2.786e-05 -871.564 36283.5 -628.669 10000 -25.4373 -25.4373 -83.1725
2.787e-05 -805.456 36671.3 -580.985 10000 -23.0418 -23.0418 -84.011
2.788e-05 -736.808 37020.6 -531.468 10000 -20.6256 -20.6256 -84.7822
2.789e-05 -665.675 37331.2 -480.159 10000 -18.1913 -18.1913 -85.4834
2.79e-05 -592.115 37602.6 -427.1 10000 -15.7416 -15.7416 -86.1123
2.791e-05 -516.193 37834.8 -372.336 10000 -13.2791 -13.2791 -86.6664
2.792e-05 -437.974 38027.5 -315.916 10000 -10.8065 -10.8065 -87.1435
2.793e-05 -357.532 38180.6 -257.892 10000 -8.32644 -8.32644 -87.5413
2.794e-05 -274.943 38293.9 -198.319 10000 -5.84155 -5.84155 -87.8575
2.795e-05 -190.285 38367.5 -137.255 10000 -3.35453 -3.35453 -88.0901
2.796e-05 -103.645 38401.2 -74.7601 10000 -0.868023 -0.868023 -88.2371
2.797e-05 -15.1084 38395.3 -10.8978 10000 1.6153 1.6153 -88.2965
2.798e-05 75.2317 38349.6 54.2655 10000 4.09278 4.09278 -88.2664
2.799e-05 167.28 38264.4 120.661 10000 6.56179 6.56179 -88.1452
2.8e-05 260.938 38139.7 188.217 10000 9.01969 9.01969 -87.931
2.801e-05 356.102 37975.8 256.861 10000 11.4639 11.4639 -87.6225
2.802e-05 452.667 37773 326.514 10000 13.8917 13.8917 -87.2181
2.803e-05 550.524 37531.5 397.099 10000 16.3007 16.3007 -86.7165
2.804e-05 649.559 37251.5 468.534 10000 18.6883 18.6883 -86.1165
2.805e-05 749.658 36933.6 540.737 10000 21.0519 21.0519 -85.4169
2.806e-05 850.703 36578.1 613.622 10000 23.3891 23.3891 -84.6167
2.807e-05 952.572 36185.4 687.101 10000 25.6973 25.6973 -83.7151
2.808e-05 1055.14 35756 761.086 10000 27.9743 27.9743 -82.7112
2.809e-05 1158.29 35290.5 835.486 10000 30.2176 30.2176 -81.6045
2.81e-05 1261.88 34789.4 910.208 10000 32.4248 32.4248 -80.3944
2.811e-05 1365.79 34253.2 985.158 10000 34.5936 34.5936 -79.0806
2.812e-05 1469.88 33682.7 1060.24 10000 36.7219 36.7219 -77.6628
2.813e-05 1574.02 33078.5 1135.36 10000 38.8074 38.8074 -76.1408
2.814e-05 1678.08 32441.2 1210.42 10000 40.848 40.848 -74.5148
2.815e-05 1781.91 31771.7 1285.31 10000 42.8414 42.8414 -72.7848
2.816e-05 1885.38 31070.7 1359.95 10000 44.7858 44.7858 -70.9511
2.817e-05 1988.35 30339 1434.22 10000 46.6791 46.6791 -69.0143
2.818e-05 2090.68 29577.4 1508.03 10000 48.5194 48.5194 -66.9747
2.819e-05 2192.23 28786.8 1581.28 10000 50.3048 50.3048 -64.8333
2.82e-05 2292.85 27968.1 1653.86 10000 52.0335 52.0335 -62.5907
2.821e-05 2392.4 27122.2 1725.67 10000 53.7038 53.7038 -60.2481
2.822e-05 2490.75 26250 1796.6 10000 55.314 55.314 -57.8066
2.823e-05 2587.74 25352.6 1866.57 10000 56.8624 56.8624 -55.2673
2.824e-05 2683.24 24430.9 1935.45 10000 58.3476 58.3476 -52.6318
2.825e-05 2777.11 23486 2003.16 10000 59.7682 59.7682 -49.9016
2.826e-05 2869.2 22518.9 2069.58 10000 61.1226 61.1226 -47.0785
2.827e-05 2959.37 21530.6 2134.63 10000 62.4096 62.4096 -44.1642
2.828e-05 3047.49 20522.3 2198.19 10000 63.628 63.628 -41.1608
