t 1 2 3 4 jK0100 jL0203 jL1
1.642e-05 -422.105 -30102.8 -304.469 10000 -52.7955 -52.7955 -3.49928
1.643e-05 -457.152 -29242.9 -329.749 10000 -54.6919 -54.6919 -3.93891
1.644e-05 -493.088 -28353.1 -355.67 10000 -56.5302 -56.5302 -4.41403
1.645e-05 -529.836 -27434.4 -382.176 10000 -58.3083 -58.3083 -4.92549
1.646e-05 -567.313 -26487.7 -409.209 10000 -60.0244 -60.0244 -5.47406
1.647e-05 -605.438 -25514.1 -436.709 10000 -61.6768 -61.6768 -6.06044
1.648e-05 -644.126 -24514.6 -464.615 10000 -63.2636 -63.2636 -6.68522
1.649e-05 -683.29 -23490.2 -492.865 10000 -64.7833 -64.7833 -7.34893
1.65e-05 -722.841 -22442.1 -521.394 10000 -66.2341 -66.2341 -8.05199
1.651e-05 -762.691 -21371.3 -550.138 10000 -67.6147 -67.6147 -8.79476
1.652e-05 -802.748 -20279 -579.032 10000 -68.9236 -68.9236 -9.57748
1.653e-05 -842.921 -19166.3 -608.008 10000 -70.1593 -70.1593 -10.4003
1.654e-05 -883.114 -18034.5 -637 10000 -71.3207 -71.3207 -11.2633
1.655e-05 -923.235 -16884.7 -665.94 10000 -72.4065 -72.4065 -12.1665
1.656e-05 -963.189 -15718.1 -694.759 10000 -73.4156 -73.4156 -13.1097
1.657e-05 -1002.88 -14536 -723.388 10000 -74.3471 -74.3471 -14.0928
1.658e-05 -1042.21 -13339.6 -751.758 10000 -75.1998 -75.1998 -15.1153
1.659e-05 -1081.09 -12130.2 -779.799 10000 -75.973 -75.973 -16.1769
1.66e-05 -1119.41 -10909.1 -807.442 10000 -76.6659 -76.6659 -17.2772
1.661e-05 -1157.08 -9677.57 -834.617 10000 -77.2778 -77.2778 -18.4154
1.662e-05 -1194.01 -8436.89 -861.255 10000 -77.8082 -77.8082 -19.591
1.663e-05 -1230.1 -7188.37 -887.286 10000 -78.2564 -78.2564 -20.803
1.664e-05 -1265.25 -5933.34 -912.641 10000 -78.6221 -78.6221 -22.0507
1.665e-05 -1299.37 -4673.13 -937.253 10000 -78.9049 -78.9049 -23.333
1.666e-05 -1332.37 -3409.05 -961.054 10000 -79.1047 -79.1047 -24.6489
1.667e-05 -1364.15 -2142.44 -983.976 10000 -79.2212 -79.2212 -25.9972
1.668e-05 -1394.62 -874.639 -1005.95 10000 -79.2543 -79.2543 -27.3765
1.669e-05 -1423.68 393.03 -1026.92 10000 -79.2042 -79.2042 -28.7857
1.67e-05 -1451.26 1659.23 -1046.81 10000 -79.071 -79.071 -30.2232
1.671e-05 -1477.26 2922.64 -1065.57 10000 -78.8547 -78.8547 -31.6874
1.672e-05 -1501.6 4181.92 -1083.12 10000 -78.5558 -78.5558 -33.1769
1.673e-05 -1524.2 5435.77 -1099.42 10000 -78.1747 -78.1747 -34.6898
1.674e-05 -1544.96 6682.86 -1114.4 10000 -77.7118 -77.7118 -36.2243
1.675e-05 -1563.82 7921.89 -1128 10000 -77.1676 -77.1676 -37.7787
1.676e-05 -1580.69 9151.58 -1140.17 10000 -76.5428 -76.5428 -39.351
1.677e-05 -1595.5 10370.6 -1150.85 10000 -75.8383 -75.8383 -40.9391
1.678e-05 -1608.18 11577.8 -1160 10000 -75.0547 -75.0547 -42.5409
1.679e-05 -1618.66 12771.8 -1167.56 10000 -74.193 -74.193 -44.1543
1.68e-05 -1626.87 13951.3 -1173.48 10000 -73.2542 -73.2542 -45.7771
1.681e-05 -1632.75 15115.3 -1177.72 10000 -72.2394 -72.2394 -47.4069
1.682e-05 -1636.24 16262.4 -1180.24 10000 -71.1497 -71.1497 -49.0414
1.683e-05 -1637.28 17391.5 -1180.99 10000 -69.9864 -69.9864 -50.6782
1.684e-05 -1635.82 18501.4 -1179.94 10000 -68.7508 -68.7508 -52.3147
1.685e-05 -1631.81 19590.9 -1177.05 10000 -67.4443 -67.4443 -53.9486
1.686e-05 -1625.2 20659 -1172.28 10000 -66.0683 -66.0683 -55.5771
1.687e-05 -1615.95 21704.6 -1165.6 10000 -64.6245 -64.6245 -57.1976
1.688e-05 -1604.02 22726.5 -1157 10000 -63.1143 -63.1143 -58.8076
1.689e-05 -1589.37 23723.7 -1146.43 10000 -61.5395 -61.5395 -60.4043
1.69e-05 -1571.97 24695.3 -1133.88 10000 -59.9019 -59.9019 -61.985
1.691e-05 -1551.8 25640.1 -1119.33 10000 -58.2033 -58.2033 -63.5469
1.692e-05 -1528.83 26557.3 -1102.76 10000 -56.4455 -56.4455 -65.0872
1.693e-05 -1503.05 27445.9 -1084.17 10000 -54.6306 -54.6306 -66.6031
1.694e-05 -1474.43 28305 -1063.52 10000 -52.7604 -52.7604 -68.0919
1.695e-05 -1442.97 29133.8 -1040.83 10000 -50.8372 -50.8372 -69.5506
1.696e-05 -1408.67 29931.4 -1016.09 10000 -48.8629 -48.8629 -70.9764
1.697e-05 -1371.51 30697 -989.287 10000 -46.8398 -46.8398 -72.3665
1.698e-05 -1331.51 31429.9 -960.433 10000 -44.7701 -44.7701 -73.718
1.699e-05 -1288.67 32129.3 -929.53 10000 -42.6561 -42.6561 -75.0281
1.7e-05 -1243 32794.6 -896.588 10000 -40.5 -40.5 -76.2939
1.701e-05 -1194.51 33425 -861.617 10000 -38.3043 -38.3043 -77.5127
1.702e-05 -1143.24 34020 -824.633 10000 -36.0714 -36.0714 -78.6815
1.703e-05 -1089.2 34579 -785.654 10000 -33.8036 -33.8036 -79.7978
1.704e-05 -1032.43 35101.5 -744.702 10000 -31.5034 -31.5034 -80.8586
1.705e-05 -972.952 35586.9 -701.801 10000 -29.1735 -29.1735 -81.8613
1.706e-05 -910.812 36034.8 -656.979 10000 -26.8162 -26.8162 -82.8032
1.707e-05 -846.054 36444.8 -610.268 10000 -24.4341 -24.4341 -83.6816
1.708e-05 -778.723 36816.5 -561.702 10000 -22.0299 -22.0299 -84.494
1.709e-05 -708.874 37149.6 -511.319 10000 -19.6061 -19.6061 -85.2378
1.71e-05 -636.562 37443.8 -459.159 10000 -17.1654 -17.1654 -85.9105
1.711e-05 -561.848 37698.8 -405.267 10000 -14.7103 -14.7103 -86.5097
1.712e-05 -484.797 37914.4 -349.69 10000 -12.2436 -12.2436 -87.033
1.713e-05 -405.48 38090.5 -292.478 10000 -9.76788 -9.76788 -87.4782
1.714e-05 -323.97 38226.9 -233.683 10000 -7.2858 -7.2858 -87.8429
1.715e-05 -240.345 38323.6 -173.364 10000 -4.80005 -4.80005 -88.125
1.716e-05 -154.687 38380.5 -111.577 10000 -2.31327 -2.31327 -88.3226
1.717e-05 -67.0811 38397.7 -48.3864 10000 0.171857 0.171857 -88.4334
1.718e-05 22.3822 38375.1 16.1445 10000 2.65268 2.65268 -88.4558
1.719e-05 113.61 38312.8 81.9479 10000 5.12656 5.12656 -88.3878
1.72e-05 206.504 38211.1 148.954 10000 7.59085 7.59085 -88.2277
1.721e-05 300.965 38070 217.089 10000 10.0429 10.0429 -87.974
1.722e-05 396.887 37889.8 286.279 10000 12.4802 12.4802 -87.6251
1.723e-05 494.164 37670.8 356.446 10000 14.9001 14.9001 -87.1796
1.724e-05 592.685 37413.2 427.511 10000 17.3 17.3 -86.6361
1.725e-05 692.336 37117.4 499.39 10000 19.6774 19.6774 -85.9936
1.726e-05 793.001 36783.7 572 10000 22.0298 22.0298 -85.2509
1.727e-05 894.559 36412.6 645.255 10000 24.3548 24.3548 -84.4072
1.728e-05 996.888 36004.6 719.067 10000 26.6498 26.6498 -83.4614
1.729e-05 1099.86 35560.1 793.345 10000 28.9125 28.9125 -82.4131
1.73e-05 1203.36 35079.7 867.997 10000 31.1406 31.1406 -81.2615
1.731e-05 1307.25 34563.9 942.931 10000 33.3316 33.3316 -80.0062
1.732e-05 1411.39 34013.4 1018.05 10000 35.4833 35.4833 -78.6468
1.733e-05 1515.66 33428.8 1093.26 10000 37.5935 37.5935 -77.1833
1.734e-05 1619.92 32810.7 1168.47 10000 39.66 39.66 -75.6155
1.735e-05 1724.04 32160 1243.57 10000 41.6807 41.6807 -73.9435
1.736e-05 1827.87 31477.3 1318.46 10000 43.6534 43.6534 -72.1676
1.737e-05 1931.28 30763.5 1393.05 10000 45.5763 45.5763 -70.288
1.738e-05 2034.13 30019.3 1467.24 10000 47.4472 47.4472 -68.3053
1.739e-05 2136.27 29245.6 1540.91 10000 49.2643 49.2643 -66.2201
1.74e-05 2237.56 28443.3 1613.98 10000 51.0258 51.0258 -64.0332
1.741e-05 2337.87 27613.3 1686.34 10000 52.7298 52.7298 -61.7455
1.742e-05 2437.05 26756.4 1757.87 10000 54.3747 54.3747 -59.358
1.743e-05 2534.96 25873.7 1828.5 10000 55.9588 55.9588 -56.872
1.744e-05 2631.45 24966.2 1898.1 10000 57.4806 57.4806 -54.2888
1.745e-05 2726.39 24034.9 1966.58 10000 58.9385 58.9385 -51.6099
1.746e-05 2819.63 23080.7 2033.83 10000 60.3312 60.3312 -48.8369
1.747e-05 2911.03 22104.8 2099.76 10000 61.6572 61.6572 -45.9715
1.748e-05 3000.45 21108.2 2164.26 10000 62.9152 62.9152 -43.0158
1.749e-05 3087.75 20092.1 2227.23 10000 64.1042 64.1042 -39.9717
1.75e-05 3172.8 19057.5 2288.58 10000 65.2229 65.2229 -36.8414
1.751e-05 3255.46 18005.5 2348.2 10000 66.2702 66.2702 -33.6273
1.752e-05 3335.59 16937.4 2406 10000 67.2453 67.2453 -30.3318
1.753e-05 3413.07 15854.3 2461.89 10000 68.1473 68.1473 -26.9574
1.754e-05 3487.76 14757.3 2515.76 10000 68.9753 68.9753 -23.507
1.755e-05 3559.52 13647.6 2567.53 10000 69.7286 69.7286 -19.9834
1.756e-05 3628.25 12526.6 2617.1 10000 70.4065 70.4065 -16.3895
1.757e-05 3693.81 11395.2 2664.39 10000 71.0086 71.0086 -12.7284
1.758e-05 3756.09 10254.9 2709.31 10000 71.5344 71.5344 -9.0035
1.759e-05 3814.96 9106.75 2751.77 10000 71.9834 71.9834 -5.21797
1.76e-05 3870.31 7952.04 2791.7 10000 72.3553 72.3553 -1.37534
1.761e-05 3922.04 6792 2829.01 10000 72.65 72.65 2.52084
1.762e-05 3970.02 5627.86 2863.62 10000 72.8673 72.8673 6.46687
1.763e-05 4014.17 4460.87 2895.47 10000 73.0071 73.0071 10.459
1.764e-05 4054.38 3292.25 2924.47 10000 73.0696 73.0696 14.4932
1.765e-05 4090.55 2123.26 2950.56 10000 73.0547 73.0547 18.5657
1.766e-05 4122.59 955.118 2973.67 10000 72.9628 72.9628 22.6723
1.767e-05 4150.42 -210.938 2993.75 10000 72.7941 72.7941 26.8088
1.768e-05 4173.95 -1373.68 3010.72 10000 72.549 72.549 30.971
1.769e-05 4193.1 -2531.9 3024.53 10000 72.2279 72.2279 35.1545
1.77e-05 4207.8 -3684.37 3035.14 10000 71.8314 71.8314 39.3549
1.771e-05 4217.98 -4829.9 3042.48 10000 71.36 71.36 43.5678
1.772e-05 4223.58 -5967.3 3046.52 10000 70.8146 70.8146 47.7886
1.773e-05 4224.54 -7095.38 3047.21 10000 70.1958 70.1958 52.0127
1.774e-05 4220.8 -8212.99 3044.51 10000 69.5046 69.5046 56.2354
1.775e-05 4212.31 -9318.96 3038.39 10000 68.7418 68.7418 60.4519
1.776e-05 4199.04 -10412.2 3028.82 10000 67.9086 67.9086 64.6576
1.777e-05 4180.95 -11491.5 3015.77 10000 67.0058 67.0058 68.8476
1.778e-05 4158 -12555.8 2999.21 10000 66.0348 66.0348 73.017
1.779e-05 4130.16 -13604.1 2979.14 10000 64.9967 64.9967 77.1611
1.78e-05 4097.43 -14635.2 2955.52 10000 63.8929 63.8929 81.2749
1.781e-05 4059.78 -15648.1 2928.37 10000 62.7247 62.7247 85.3535
1.782e-05 4017.21 -16641.9 2897.66 10000 61.4935 61.4935 89.392
1.783e-05 3969.71 -17615.4 2863.4 10000 60.2009 60.2009 93.3855
1.784e-05 3917.29 -18567.8 2825.59 10000 58.8484 58.8484 97.329
1.785e-05 3859.96 -19498.1 2784.23 10000 57.4377 57.4377 101.218
1.786e-05 3797.72 -20405.4 2739.34 10000 55.9704 55.9704 105.046
1.787e-05 3730.62 -21288.7 2690.94 10000 54.4482 54.4482 108.811
1.788e-05 3658.67 -22147.3 2639.04 10000 52.8731 52.8731 112.505
1.789e-05 3581.9 -22980.2 2583.67 10000 51.2468 51.2468 116.126
1.79e-05 3500.37 -23786.8 2524.86 10000 49.5712 49.5712 119.667
1.791e-05 3414.11 -24566.1 2462.63 10000 47.8482 47.8482 123.124
1.792e-05 3323.17 -25317.6 2397.04 10000 46.08 46.08 126.493
1.793e-05 3227.63 -26040.4 2328.13 10000 44.2685 44.2685 129.768
1.794e-05 3127.54 -26733.8 2255.93 10000 42.4158 42.4158 132.946
1.795e-05 3022.97 -27397.3 2180.5 10000 40.5241 40.5241 136.021
1.796e-05 2914 -28030.3 2101.9 10000 38.5954 38.5954 138.989
1.797e-05 2800.71 -28632.1 2020.18 10000 36.6321 36.6321 141.847
1.798e-05 2683.19 -29202.3 1935.42 10000 34.6362 34.6362 144.589
1.799e-05 2561.55 -29740.2 1847.67 10000 32.6102 32.6102 147.211
1.8e-05 2435.87 -30245.6 1757.02 10000 30.5562 30.5562 149.71
1.801e-05 2306.26 -30717.8 1663.53 10000 28.4765 28.4765 152.081
1.802e-05 2172.84 -31156.6 1567.3 10000 26.3736 26.3736 154.32
1.803e-05 2035.73 -31561.6 1468.4 10000 24.2497 24.2497 156.425
1.804e-05 1895.04 -31932.5 1366.92 10000 22.1073 22.1073 158.39
1.805e-05 1750.91 -32268.9 1262.95 10000 19.9486 19.9486 160.213
1.806e-05 1603.46 -32570.7 1156.6 10000 17.7761 17.7761 161.89
1.807e-05 1452.84 -32837.7 1047.95 10000 15.5922 15.5922 163.418
1.808e-05 1299.19 -33069.6 937.122 10000 13.3992 13.3992 164.794
1.809e-05 1142.66 -33266.4 824.213 10000 11.1997 11.1997 166.015
1.81e-05 983.396 -33428 709.335 10000 8.99589 8.99589 167.078
1.811e-05 821.56 -33554.2 592.601 10000 6.79029 6.79029 167.981
1.812e-05 657.312 -33645.2 474.127 10000 4.58527 4.58527 168.72
1.813e-05 490.818 -33701 354.033 10000 2.38321 2.38321 169.294
1.814e-05 322.247 -33721.6 232.441 10000 0.186493 0.186493 169.701
1.815e-05 151.773 -33707 109.476 10000 -2.00252 -2.00252 169.938
1.816e-05 -20.4278 -33657.6 -14.7348 10000 -4.18148 -4.18148 170.003
1.817e-05 -194.175 -33573.3 -140.061 10000 -6.34806 -6.34806 169.896
1.818e-05 -369.285 -33454.5 -266.37 10000 -8.49995 -8.49995 169.614
1.819e-05 -545.572 -33301.5 -393.527 10000 -10.6349 -10.6349 169.157
1.82e-05 -722.846 -33114.4 -521.397 10000 -12.7506 -12.7506 168.523
1.821e-05 -900.915 -32893.6 -649.841 10000 -14.8448 -14.8448 167.711
1.822e-05 -1079.59 -32639.5 -778.718 10000 -16.9154 -16.9154 166.721
1.823e-05 -1258.66 -32352.5 -907.886 10000 -18.9602 -18.9602 165.552
1.824e-05 -1437.94 -32033 -1037.2 10000 -20.9771 -20.9771 164.203
1.825e-05 -1617.23 -31681.5 -1166.53 10000 -22.9639 -22.9639 162.676
1.826e-05 -1796.32 -31298.4 -1295.71 10000 -24.9186 -24.9186 160.969
1.827e-05 -1975.01 -30884.4 -1424.6 10000 -26.8393 -26.8393 159.083
1.828e-05 -2153.1 -30439.9 -1553.06 10000 -28.7239 -28.7239 157.019
1.829e-05 -2330.39 -29965.5 -1680.93 10000 -30.5706 -30.5706 154.777
1.83e-05 -2506.66 -29461.9 -1808.08 10000 -32.3774 -32.3774 152.359
1.831e-05 -2681.71 -28929.8 -1934.35 10000 -34.1426 -34.1426 149.765
1.832e-05 -2855.34 -28369.7 -2059.59 10000 -35.8644 -35.8644 146.996
1.833e-05 -3027.34 -27782.5 -2183.65 10000 -37.541 -37.541 144.055
1.834e-05 -3197.5 -27168.8 -2306.4 10000 -39.171 -39.171 140.942
1.835e-05 -3365.63 -26529.4 -2427.67 10000 -40.7525 -40.7525 137.661
1.836e-05 -3531.51 -25865.1 -2547.32 10000 -42.2842 -42.2842 134.212
1.837e-05 -3694.95 -25176.7 -2665.21 10000 -43.7645 -43.7645 130.599
1.838e-05 -3855.75 -24465 -2781.19 10000 -45.192 -45.192 126.824
1.839e-05 -4013.7 -23731 -2895.13 10000 -46.5654 -46.5654 122.889
1.84e-05 -4168.6 -22975.4 -3006.86 10000 -47.8834 -47.8834 118.798
1.841e-05 -4320.27 -22199.2 -3116.26 10000 -49.1448 -49.1448 114.553
1.842e-05 -4468.51 -21403.2 -3223.19 10000 -50.3484 -50.3484 110.159
1.843e-05 -4613.13 -20588.5 -3327.5 10000 -51.4931 -51.4931 105.618
1.844e-05 -4753.94 -19755.9 -3429.07 10000 -52.578 -52.578 100.935
1.845e-05 -4890.76 -18906.5 -3527.76 10000 -53.6021 -53.6021 96.1123
1.846e-05 -5023.4 -18041.2 -3623.44 10000 -54.5646 -54.5646 91.1552
1.847e-05 -5151.7 -17160.9 -3715.98 10000 -55.4645 -55.4645 86.0676
1.848e-05 -5275.47 -16266.8 -3805.25 10000 -56.3013 -56.3013 80.8541
1.849e-05 -5394.54 -15359.8 -3891.15 10000 -57.0743 -57.0743 75.5191
1.85e-05 -5508.76 -14440.9 -3973.53 10000 -57.7828 -57.7828 70.0674
1.851e-05 -5617.96 -13511.3 -4052.3 10000 -58.4265 -58.4265 64.504
1.852e-05 -5721.98 -12571.8 -4127.33 10000 -59.0047 -59.0047 58.8341
1.853e-05 -5820.67 -11623.6 -4198.52 10000 -59.5173 -59.5173 53.0628
1.854e-05 -5913.89 -10667.8 -4265.76 10000 -59.964 -59.964 47.1955
1.855e-05 -6001.5 -9705.31 -4328.95 10000 -60.3444 -60.3444 41.2378
1.856e-05 -6083.36 -8737.29 -4387.99 10000 -60.6585 -60.6585 35.1953
1.857e-05 -6159.33 -7764.77 -4442.8 10000 -60.9063 -60.9063 29.074
1.858e-05 -6229.31 -6788.81 -4493.27 10000 -61.0878 -61.0878 22.8797
1.859e-05 -6293.16 -5810.49 -4539.33 10000 -61.203 -61.203 16.6184
1.86e-05 -6350.78 -4830.85 -4580.89 10000 -61.2521 -61.2521 10.2965
1.861e-05 -6402.07 -3850.95 -4617.89 10000 -61.2354 -61.2354 3.92004
1.862e-05 -6446.92 -2871.84 -4650.23 10000 -61.1532 -61.1532 -2.50445
1.863e-05 -6485.24 -1894.57 -4677.88 10000 -61.0059 -61.0059 -8.97053
1.864e-05 -6516.94 -920.168 -4700.75 10000 -60.7938 -60.7938 -15.4716
1.865e-05 -6541.96 50.3239 -4718.79 10000 -60.5177 -60.5177 -22.0011
1.866e-05 -6560.21 1015.89 -4731.96 10000 -60.178 -60.178 -28.5522
1.867e-05 -6571.64 1975.52 -4740.2 10000 -59.7754 -59.7754 -35.1181
1.868e-05 -6576.18 2928.21 -4743.48 10000 -59.3107 -59.3107 -41.692
1.869e-05 -6573.79 3872.97 -4741.75 10000 -58.7846 -58.7846 -48.267
1.87e-05 -6564.43 4808.83 -4735 10000 -58.1981 -58.1981 -54.8361
1.871e-05 -6548.07 5734.83 -4723.19 10000 -57.552 -57.552 -61.3923
1.872e-05 -6524.66 6650.03 -4706.31 10000 -56.8474 -56.8474 -67.9287
1.873e-05 -6494.21 7553.49 -4684.35 10000 -56.0853 -56.0853 -74.4381
1.874e-05 -6456.69 8444.31 -4657.29 10000 -55.2669 -55.2669 -80.9136
1.875e-05 -6412.11 9321.59 -4625.13 10000 -54.3932 -54.3932 -87.348
1.876e-05 -6360.47 10184.5 -4587.88 10000 -53.4655 -53.4655 -93.7343
1.877e-05 -6301.78 11032.1 -4545.55 10000 -52.4852 -52.4852 -100.065
1.878e-05 -6236.07 11863.6 -4498.15 10000 -51.4536 -51.4536 -106.334
1.879e-05 -6163.36 12678.2 -4445.7 10000 -50.372 -50.372 -112.534
1.88e-05 -6083.69 13475.1 -4388.24 10000 -49.2419 -49.2419 -118.658
1.881e-05 -5997.11 14253.5 -4325.78 10000 -48.0648 -48.0648 -124.698
1.882e-05 -5903.66 15012.8 -4258.38 10000 -46.8422 -46.8422 -130.648
1.883e-05 -5803.42 15752.1 -4186.07 10000 -45.5757 -45.5757 -136.502
1.884e-05 -5696.44 16470.9 -4108.91 10000 -44.267 -44.267 -142.252
1.885e-05 -5582.82 17168.4 -4026.95 10000 -42.9176 -42.9176 -147.891
1.886e-05 -5462.62 17843.9 -3940.25 10000 -41.5294 -41.5294 -153.414
1.887e-05 -5335.95 18497 -3848.88 10000 -40.104 -40.104 -158.813
1.888e-05 -5202.9 19127 -3752.91 10000 -38.6431 -38.6431 -164.083
1.889e-05 -5063.58 19733.3 -3652.42 10000 -37.1487 -37.1487 -169.216
1.89e-05 -4918.12 20315.5 -3547.49 10000 -35.6226 -35.6226 -174.207
1.891e-05 -4766.62 20873 -3438.22 10000 -34.0666 -34.0666 -179.049
1.892e-05 -4609.23 21405.4 -3324.69 10000 -32.4825 -32.4825 -183.737
1.893e-05 -4446.08 21912.2 -3207.01 10000 -30.8724 -30.8724 -188.265
1.894e-05 -4277.31 22393.1 -3085.27 10000 -29.238 -29.238 -192.627
1.895e-05 -4103.08 22847.7 -2959.6 10000 -27.5815 -27.5815 -196.817
1.896e-05 -3923.55 23275.6 -2830.1 10000 -25.9047 -25.9047 -200.83
1.897e-05 -3738.88 23676.5 -2696.9 10000 -24.2096 -24.2096 -204.661
1.898e-05 -3549.24 24050.1 -2560.11 10000 -22.4982 -22.4982 -208.305
1.899e-05 -3354.81 24396.3 -2419.87 10000 -20.7725 -20.7725 -211.757
1.9e-05 -3155.79 24714.8 -2276.3 10000 -19.0345 -19.0345 -215.013
1.901e-05 -2952.35 25005.3 -2129.56 10000 -17.2862 -17.2862 -218.067
1.902e-05 -2744.69 25267.8 -1979.78 10000 -15.5297 -15.5297 -220.915
1.903e-05 -2533.02 25502.2 -1827.1 10000 -13.7668 -13.7668 -223.554
1.904e-05 -2317.55 25708.4 -1671.67 10000 -11.9997 -11.9997 -225.979
1.905e-05 -2098.48 25886.2 -1513.66 10000 -10.2303 -10.2303 -228.187
1.906e-05 -1876.04 26035.7 -1353.21 10000 -8.46057 -8.46057 -230.175
1.907e-05 -1650.45 26156.9 -1190.49 10000 -6.69256 -6.69256 -231.938
1.908e-05 -1421.93 26249.9 -1025.66 10000 -4.92822 -4.92822 -233.474
1.909e-05 -1190.73 26314.7 -858.886 10000 -3.1695 -3.1695 -234.781
1.91e-05 -957.065 26351.4 -690.342 10000 -1.41832 -1.41832 -235.854
1.911e-05 -721.186 26360.2 -520.2 10000 0.323379 0.323379 -236.694
1.912e-05 -483.334 26341.1 -348.634 10000 2.05371 2.05371 -237.296
1.913e-05 -243.756 26294.5 -175.824 10000 3.7708 3.7708 -237.659
1.914e-05 -2.70099 26220.6 -1.94826 10000 5.4728 5.4728 -237.783
1.915e-05 239.578 26119.5 172.81 10000 7.15789 7.15789 -237.664
1.916e-05 482.825 25991.7 348.267 10000 8.82427 8.82427 -237.303
1.917e-05 726.784 25837.3 524.238 10000 10.4702 10.4702 -236.698
1.918e-05 971.196 25656.8 700.535 10000 12.0939 12.0939 -235.849
1.919e-05 1215.8 25450.5 876.97 10000 13.6937 13.6937 -234.756
1.92e-05 1460.33 25218.8 1053.35 10000 15.268 15.268 -233.418
1.921e-05 1704.53 24962.2 1229.5 10000 16.8151 16.8151 -231.835
1.922e-05 1948.13 24681 1405.21 10000 18.3335 18.3335 -230.009
1.923e-05 2190.86 24375.7 1580.29 10000 19.8216 19.8216 -227.939
1.924e-05 2432.47 24046.9 1754.57 10000 21.278 21.278 -225.628
1.925e-05 2672.68 23695.1 1927.84 10000 22.7011 22.7011 -223.075
1.926e-05 2911.23 23320.8 2099.91 10000 24.0897 24.0897 -220.283
1.927e-05 3147.87 22924.5 2270.59 10000 25.4422 25.4422 -217.254
1.928e-05 3382.31 22506.9 2439.7 10000 26.7576 26.7576 -213.988
1.929e-05 3614.31 22068.6 2607.05 10000 28.0343 28.0343 -210.49
1.93e-05 3843.61 21610.1 2772.44 10000 29.2714 29.2714 -206.761
1.931e-05 4069.94 21132.2 2935.69 10000 30.4676 30.4676 -202.804
1.932e-05 4293.04 20635.5 3096.62 10000 31.6219 31.6219 -198.623
1.933e-05 4512.67 20120.7 3255.04 10000 32.7332 32.7332 -194.22
1.934e-05 4728.58 19588.4 3410.78 10000 33.8005 33.8005 -189.599
1.935e-05 4940.51 19039.4 3563.65 10000 34.8229 34.8229 -184.765
1.936e-05 5148.22 18474.4 3713.47 10000 35.7996 35.7996 -179.721
1.937e-05 5351.48 17894.2 3860.08 10000 36.7297 36.7297 -174.471
1.938e-05 5550.04 17299.5 4003.3 10000 37.6124 37.6124 -169.02
1.939e-05 5743.66 16691 4142.97 10000 38.4472 38.4472 -163.373
1.94e-05 5932.13 16069.5 4278.92 10000 39.2334 39.2334 -157.535
1.941e-05 6115.22 15435.9 4410.98 10000 39.9703 39.9703 -151.512
1.942e-05 6292.71 14790.9 4539 10000 40.6576 40.6576 -145.308
1.943e-05 6464.39 14135.3 4662.84 10000 41.2947 41.2947 -138.929
1.944e-05 6630.04 13469.9 4782.32 10000 41.8812 41.8812 -132.382
1.945e-05 6789.47 12795.5 4897.32 10000 42.417 42.417 -125.672
1.946e-05 6942.48 12112.9 5007.69 10000 42.9016 42.9016 -118.806
1.947e-05 7088.88 11423 5113.29 10000 43.3349 43.3349 -111.79
1.948e-05 7228.48 10726.6 5213.99 10000 43.7167 43.7167 -104.632
1.949e-05 7361.12 10024.5 5309.66 10000 44.0471 44.0471 -97.3369
1.95e-05 7486.62 9317.53 5400.18 10000 44.3259 44.3259 -89.913
1.951e-05 7604.81 8606.5 5485.44 10000 44.5533 44.5533 -82.3673
1.952e-05 7715.55 7892.24 5565.32 10000 44.7292 44.7292 -74.7071
1.953e-05 7818.68 7175.57 5639.71 10000 44.854 44.854 -66.94
1.954e-05 7914.07 6457.32 5708.51 10000 44.9278 44.9278 -59.0736
1.955e-05 8001.58 5738.29 5771.63 10000 44.9509 44.9509 -51.1158
1.956e-05 8081.09 5019.29 5828.98 10000 44.9237 44.9237 -43.0745
1.957e-05 8152.48 4301.13 5880.48 10000 44.8465 44.8465 -34.9577
1.958e-05 8215.65 3584.6 5926.04 10000 44.7199 44.7199 -26.7736
1.959e-05 8270.5 2870.48 5965.6 10000 44.5443 44.5443 -18.5306
1.96e-05 8316.93 2159.57 5999.1 10000 44.3203 44.3203 -10.2368
1.961e-05 8354.87 1452.62 6026.46 10000 44.0485 44.0485 -1.90094
1.962e-05 8384.24 750.392 6047.65 10000 43.7297 43.7297 6.46861
1.963e-05 8404.99 53.6383 6062.61 10000 43.3645 43.3645 14.8632
1.964e-05 8417.05 -636.907 6071.31 10000 42.9537 42.9537 23.2742
1.965e-05 8420.38 -1320.52 6073.72 10000 42.4982 42.4982 31.693
1.966e-05 8414.96 -1996.5 6069.81 10000 41.9988 41.9988 40.1106
1.967e-05 8400.74 -2664.14 6059.55 10000 41.4565 41.4565 48.5185
1.968e-05 8377.72 -3322.77 6042.95 10000 40.8722 40.8722 56.9077
1.969e-05 8345.89 -3971.72 6019.98 10000 40.247 40.247 65.2695
1.97e-05 8305.25 -4610.35 5990.67 10000 39.5818 39.5818 73.5951
1.971e-05 8255.81 -5238.03 5955.01 10000 38.8778 38.8778 81.8756
1.972e-05 8197.59 -5854.14 5913.02 10000 38.1362 38.1362 90.1023
1.973e-05 8130.64 -6458.1 5864.72 10000 37.3581 37.3581 98.2664
1.974e-05 8054.98 -7049.32 5810.15 10000 36.5447 36.5447 106.359
