t 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 jV0400 jV0600
1.364 371.585 565.807 11.9392 -77.0513 18.8888 77.0513 176.312 155.677 155.068 212.147 372.138 269.956 269.558 404.918 566.182 0.00123951 -5.66007e-06
1.365 370.289 569.64 9.3701 -80.9017 15.0384 80.9017 180.156 154.392 153.78 208.297 375.977 268.664 268.274 401.068 570.015 0.00132392 -5.6984e-06
1.366 369.093 573.154 7.01835 -84.4328 11.5073 84.4328 183.682 153.209 152.607 204.766 379.497 267.471 267.107 397.537 573.529 0.00103482 -5.73354e-06
1.367 368.014 576.334 4.88439 -87.6307 8.30943 87.6307 186.874 152.141 151.537 201.568 382.683 266.396 266.041 394.339 576.71 0.00109381 -5.76534e-06
1.368 367.047 579.168 2.98608 -90.4827 5.45739 90.4827 189.72 151.184 150.593 198.716 385.524 265.432 265.099 391.487 579.545 0.000813694 -5.79368e-06
1.369 366.204 581.646 1.32097 -92.9776 2.96245 92.9776 192.209 150.35 149.757 196.221 388.007 264.593 264.266 388.992 582.022 0.000847101 -5.81846e-06
1.37 365.478 582.694 -0.0934395 -95.1057 1.36576 95.1057 193.8 149.633 149.057 195.155 389.061 263.871 263.566 388.458 583.07 0.00164274 -0.00106846
1.371 365.15 583.036 -0.625737 -96.8583 0.309479 96.8583 194.85 149.313 148.84 194.795 389.409 263.547 263.351 388.794 583.413 0.00325516 -0.0013986
1.372 364.845 582.933 -0.633017 -98.2287 -0.300759 98.2287 195.455 149.016 149.127 194.945 389.312 263.246 263.637 389.64 583.31 0.00226704 -0.000133076
1.373 364.982 583.476 -0.501719 -99.2115 -0.552749 99.2115 195.87 149.159 149.111 195.255 389.86 263.386 263.621 389.81 583.852 0.00184508 -0.00140998
1.374 364.971 583.393 -0.602137 -99.8027 -0.461336 99.8027 195.799 149.156 149.01 196.003 389.784 263.378 263.521 390.558 583.77 0.00109152 -5.83594e-06
1.375 364.96 583.805 -0.425764 -100 -0.537189 100 196.222 149.152 149.187 195.696 390.201 263.371 263.697 390.251 584.181 0.000437199 -0.000189497
1.376 364.949 583.59 -0.341567 -99.8027 -0.234211 99.8027 196.019 149.149 149.271 195.999 389.992 263.364 263.781 390.554 583.966 2.82569e-06 -5.83949e-06
1.377 364.938 583.081 0.242829 -99.2115 0.140635 99.2115 195.521 149.145 149.855 196.274 389.489 263.356 264.366 390.829 583.457 4.2963e-11 -5.83281e-06
1.378 364.927 582.08 1.20983 -98.2287 1.12253 98.2287 194.533 149.141 150.822 197.256 388.494 263.349 265.333 391.811 582.457 -1.11022e-16 -5.8228e-06
1.379 364.916 580.693 2.58024 -96.8583 2.49294 96.8583 193.157 149.138 152.193 198.626 387.112 263.342 266.703 393.181 581.069 -5.55112e-17 -5.80893e-06
1.38 364.905 578.923 4.3329 -95.1057 4.2456 95.1057 191.398 149.134 153.945 200.379 385.348 263.335 268.456 394.934 579.299 -1.66533e-16 -5.79123e-06
1.381 364.894 576.778 6.46091 -92.9776 6.37361 92.9776 189.264 149.13 156.073 202.507 383.208 263.327 270.584 397.062 577.154 5.55112e-17 -5.76978e-06
1.382 364.883 574.266 8.95585 -90.4827 8.86855 90.4827 186.764 149.127 158.568 205.002 380.702 263.32 273.079 399.557 574.641 -1.11022e-16 -5.74466e-06
1.383 364.872 571.397 11.8079 -87.6307 11.7206 87.6307 183.906 149.123 161.42 207.854 377.838 263.313 275.931 402.409 571.772 -1.11022e-16 -5.71597e-06
1.384 364.861 568.182 15.0058 -84.4328 14.9185 84.4328 180.702 149.119 164.618 211.052 374.629 263.305 279.129 405.607 568.557 -1.11022e-16 -5.68382e-06
1.385 364.85 564.634 18.5369 -80.9017 18.4496 80.9017 177.166 149.116 168.149 214.583 371.087 263.298 282.66 409.138 565.009 0 -5.64834e-06
1.386 364.839 560.767 22.3872 -77.0513 22.2999 77.0513 173.309 149.112 172 218.433 367.225 263.291 286.51 412.988 561.142 -1.11022e-16 -5.60967e-06
1.387 364.828 556.596 26.5417 -72.8969 26.4544 72.8969 169.149 149.108 176.154 222.588 363.059 263.283 290.665 417.143 556.971 -1.11022e-16 -5.56796e-06
1.388 364.817 552.138 30.9838 -68.4547 30.8965 68.4547 164.702 149.105 180.596 227.03 358.606 263.276 295.107 421.585 552.512 -1.11022e-16 -5.52338e-06
1.389 364.807 547.409 35.6962 -63.7424 35.6089 63.7424 159.984 149.101 185.308 231.742 353.883 263.269 299.819 426.297 547.783 -5.55112e-17 -5.47609e-06
1.39 364.796 542.429 40.66 -58.7785 40.5727 58.7785 155.015 149.097 190.272 236.706 348.908 263.262 304.783 431.261 542.803 -5.55112e-17 -5.42629e-06
1.391 364.785 537.218 45.8559 -53.5827 45.7686 53.5827 149.813 149.094 195.468 241.902 343.701 263.254 309.979 436.457 537.591 -1.11022e-16 -5.37418e-06
1.392 364.774 531.795 51.2632 -48.1754 51.1759 48.1754 144.401 149.09 200.876 247.309 338.283 263.247 315.386 441.864 532.167 0 -5.31995e-06
1.393 364.763 526.182 56.8606 -42.5779 56.7733 42.5779 138.798 149.086 206.473 252.906 332.675 263.24 320.984 447.462 526.554 -1.11022e-16 -5.26382e-06
1.394 364.752 520.401 62.6261 -36.8125 62.5388 36.8125 133.027 149.083 212.238 258.672 326.899 263.232 326.749 453.227 520.773 -5.55112e-17 -5.20601e-06
1.395 364.741 514.476 68.5369 -30.9017 68.4496 30.9017 127.111 149.079 218.149 264.583 320.978 263.225 332.66 459.138 514.847 -1.66533e-16 -5.14676e-06
1.396 364.73 508.428 74.5696 -24.869 74.4823 24.869 121.074 149.076 224.182 270.615 314.935 263.218 338.693 465.171 508.799 -5.55112e-17 -5.08628e-06
1.397 364.719 502.282 80.7004 -18.7381 80.6131 18.7381 114.938 149.072 230.313 276.746 308.794 263.211 344.823 471.302 502.653 -5.55112e-17 -5.02482e-06
1.398 364.708 496.063 86.9052 -12.5333 86.8179 12.5333 108.728 149.068 236.518 282.951 302.58 263.203 351.028 477.506 496.433 -1.11022e-16 -4.96263e-06
1.399 364.697 489.795 93.1595 -6.27905 93.0722 6.27905 102.469 149.065 242.772 289.205 296.315 263.196 357.283 483.761 490.164 -1.11022e-16 -4.89995e-06
1.4 364.686 489.362 99.4386 -2.73191e-10 99.3488 2.72848e-10 96.1871 149.061 249.051 295.48 290.032 263.189 363.562 490.032 483.877 -4.89562e-06 0
1.401 366.949 495.934 104.96 6.27905 105.625 -6.27905 89.9056 149.815 253.814 301.754 283.748 264.697 367.567 496.304 477.591 -0.00152076 -1.11022e-16
1.402 370.064 502.173 110.172 12.5333 111.875 -12.5333 83.6513 150.853 257.985 307.998 277.493 266.774 370.695 502.543 471.337 -0.00208885 -5.55112e-17
1.403 373.244 508.362 115.313 18.7381 118.074 -18.7381 77.4465 151.914 262.062 314.193 271.289 268.894 373.709 508.733 465.132 -4.9703e-05 -1.11022e-16
1.404 376.221 514.477 120.448 24.869 124.2 -24.869 71.3157 152.906 266.2 320.313 265.158 270.879 376.851 514.848 459.001 -0.00199412 -5.55112e-17
1.405 379.263 520.494 125.463 30.9017 130.228 -30.9017 65.283 153.92 270.198 326.336 259.125 272.906 379.831 520.866 452.968 -0.000486277 -5.55112e-17
1.406 382.188 526.389 130.395 36.8125 136.133 -36.8125 59.3722 154.895 274.151 332.236 253.214 274.856 382.805 526.761 447.058 -0.00149143 -5.55112e-17
1.407 385.161 532.138 135.04 42.5779 141.893 -42.5779 53.6067 156.011 277.676 337.991 247.449 277.089 385.586 532.51 441.292 -0.000772633 -5.55112e-17
1.408 388.159 537.719 139.249 48.1754 147.485 -48.1754 48.0093 157.396 280.496 343.577 241.851 279.859 388.173 538.092 435.695 -0.00232051 -5.55112e-17
1.409 390.845 543.109 143.284 53.5827 152.887 -53.5827 42.602 158.764 283.16 348.974 236.444 282.594 390.884 543.483 430.287 -0.00045623 -5.55112e-17
1.41 393.401 548.288 147.196 58.7785 158.078 -58.7785 37.4061 160.044 285.788 354.159 231.248 285.155 393.511 548.662 425.092 -0.00214064 -5.55112e-17
1.411 395.91 553.235 150.9 63.7424 163.036 -63.7424 32.4423 161.3 288.231 359.112 226.284 287.667 395.955 553.61 420.128 -0.000436217 -5.55112e-17
1.412 398.226 557.93 154.448 68.4547 167.743 -68.4547 27.73 162.46 290.615 363.813 221.572 289.987 398.339 558.305 415.415 -0.00191989 -5.55112e-17
1.413 400.474 562.355 157.76 72.8969 172.179 -72.8969 23.2878 163.586 292.798 368.244 217.13 292.239 400.521 562.731 410.973 -0.000391542 0
1.414 402.511 566.493 160.89 77.0513 176.328 -77.0513 19.1333 164.607 294.903 372.387 212.975 294.28 402.627 566.868 406.819 -0.00168629 0
1.415 404.464 570.326 163.758 80.9017 180.173 -80.9017 15.283 165.585 296.788 376.226 209.125 296.237 404.512 570.701 402.968 -0.000328836 -1.11022e-16
1.416 406.189 573.839 166.421 84.4328 183.698 -84.4328 11.7519 166.45 298.582 379.746 205.594 297.966 406.306 574.215 399.437 -0.00143791 -5.55112e-17
1.417 408.156 577.02 168.336 87.6307 186.89 -87.6307 8.554 167.729 299.801 382.932 202.396 299.937 407.525 577.396 396.239 -0.00117885 0
1.418 409.669 579.854 169.777 90.4827 189.737 -90.4827 5.70197 169.135 301.128 385.773 199.544 301.454 408.851 580.231 393.387 -0.00259884 -5.55112e-17
1.419 410.982 582.332 170.946 92.9776 192.226 -92.9776 3.20702 170.457 302.297 388.256 197.049 302.772 410.02 582.708 390.892 -8.23239e-05 -1.11022e-16
1.42 411.965 584.024 172.079 95.1057 194.139 -95.1057 1.28814 171.448 303.43 389.954 195.339 303.759 411.153 584.4 389.392 -0.00244653 0.000418248
1.421 412.865 584.382 172.919 96.8583 195.197 -96.8583 0.223903 172.357 304.27 390.318 194.963 304.663 411.993 584.759 389.704 -0.00179958 0.00137684
1.422 413.522 584.247 173.62 98.2287 195.753 -98.2287 -0.336594 173.022 304.971 390.189 195.212 305.324 412.694 584.624 390.632 -0.00121998 0.000261417
1.423 414.046 584.773 174.067 99.2115 196.166 -99.2115 -0.559392 173.554 305.418 390.721 195.553 305.852 413.141 585.15 390.848 -0.00151219 0.00176392
1.424 414.305 584.64 174.386 99.8027 196.045 -99.8027 -0.423611 173.821 305.737 390.594 196.395 306.115 413.461 585.017 391.691 -0.000459196 1.7223e-05
1.425 414.502 585.104 174.374 100 196.521 -100 -0.540133 174.026 305.725 391.064 195.994 306.316 413.449 585.481 391.29 -0.00019187 0.000434929
1.426 414.412 584.889 174.254 99.8027 196.317 -99.8027 -0.280036 173.945 305.605 390.855 196.254 306.231 413.329 585.266 391.55 -7.10837e-06 6.35737e-07
1.427 414.4 584.375 173.663 99.2115 195.815 -99.2115 0.126001 173.941 305.014 390.347 196.566 306.223 412.738 584.752 391.861 -5.84575e-06 5.49528e-11
1.428 414.38 583.375 172.688 98.2287 194.827 -98.2287 1.1061 173.929 304.039 389.352 197.546 306.207 411.763 583.752 392.841 -5.83575e-06 -1.11022e-16
1.429 414.367 581.987 171.317 96.8583 193.45 -96.8583 2.4765 173.925 302.668 387.97 198.916 306.198 410.392 582.364 394.212 -5.82187e-06 -1.11022e-16
1.43 414.355 580.217 169.565 95.1057 191.692 -95.1057 4.22917 173.921 300.916 386.206 200.669 306.19 408.639 580.594 395.964 -5.80417e-06 0
1.431 414.342 578.072 167.437 92.9776 189.558 -92.9776 6.35717 173.916 298.788 384.066 202.797 306.182 406.511 578.448 398.092 -5.78272e-06 5.55112e-17
1.432 414.33 575.56 164.942 90.4827 187.057 -90.4827 8.85211 173.912 296.293 381.56 205.292 306.173 404.017 575.936 400.587 -5.7576e-06 -5.55112e-17
1.433 414.317 572.691 162.09 87.6307 184.2 -87.6307 11.7041 173.908 293.441 378.696 208.144 306.165 401.164 573.067 403.439 -5.72891e-06 0
1.434 414.305 569.476 158.892 84.4328 180.996 -84.4328 14.902 173.904 290.243 375.487 211.342 306.157 397.967 569.852 406.637 -5.69676e-06 -1.66533e-16
1.435 414.293 565.928 155.361 80.9017 177.459 -80.9017 18.4331 173.9 286.712 371.944 214.873 306.149 394.436 566.304 410.168 -5.66128e-06 -5.55112e-17
1.436 414.28 562.061 151.51 77.0513 173.603 -77.0513 22.2835 173.896 282.861 368.083 218.723 306.14 390.585 562.436 414.019 -5.62261e-06 0
1.437 414.268 557.89 147.356 72.8969 169.443 -72.8969 26.438 173.892 278.707 363.917 222.878 306.132 386.431 558.265 418.173 -5.5809e-06 0
1.438 414.255 553.432 142.914 68.4547 164.995 -68.4547 30.8801 173.887 274.265 359.464 227.32 306.124 381.989 553.806 422.615 -5.53632e-06 -1.11022e-16
1.439 414.243 548.703 138.202 63.7424 160.278 -63.7424 35.5924 173.883 269.552 354.74 232.032 306.115 377.276 549.077 427.327 -5.48903e-06 0
1.44 414.23 543.724 133.238 58.7785 155.308 -58.7785 40.5563 173.879 264.589 349.766 236.996 306.107 372.312 544.097 432.291 -5.43924e-06 -1.11022e-16
1.441 414.218 538.512 128.042 53.5827 150.107 -53.5827 45.7521 173.875 259.393 344.559 242.192 306.099 367.116 538.885 437.487 -5.38712e-06 0
1.442 414.206 533.089 122.635 48.1754 144.694 -48.1754 51.1594 173.871 253.985 339.141 247.599 306.091 361.709 533.462 442.894 -5.33289e-06 -5.55112e-17
1.443 414.193 527.476 117.037 42.5779 139.092 -42.5779 56.7569 173.867 248.388 333.533 253.197 306.082 356.112 527.848 448.492 -5.27676e-06 -5.55112e-17
1.444 414.181 521.695 111.272 36.8125 133.321 -36.8125 62.5224 173.863 242.623 327.757 258.962 306.074 350.346 522.067 454.257 -5.21895e-06 5.55112e-17
1.445 414.168 515.769 105.361 30.9017 127.405 -30.9017 68.4331 173.858 236.712 321.836 264.873 306.066 344.436 516.141 460.168 -5.15969e-06 -5.55112e-17
1.446 414.156 509.722 99.3282 24.869 121.367 -24.869 74.4658 173.854 230.679 315.793 270.906 306.057 338.403 510.093 466.201 -5.09922e-06 -5.55112e-17
1.447 414.143 503.576 93.1973 18.7381 115.231 -18.7381 80.5967 173.85 224.548 309.652 277.036 306.049 332.272 503.947 472.332 -5.03776e-06 -5.55112e-17
1.448 414.131 497.357 86.9925 12.5333 109.021 -12.5333 86.8015 173.846 218.343 303.437 283.241 306.041 326.067 497.727 478.537 -4.97557e-06 0
1.449 414.119 491.089 80.7382 6.27905 102.762 -6.27905 93.0558 173.842 212.089 297.173 289.496 306.033 319.813 491.458 484.791 -4.91289e-06 -5.55112e-17
1.45 414.106 490.393 74.4592 3.06954e-10 96.4806 -3.06611e-10 99.3324 173.838 205.81 290.889 295.77 306.024 313.534 485.171 491.062 -1.11022e-16 -4.90593e-06
1.451 414.094 496.751 68.1801 -6.27905 90.1991 6.27905 105.609 173.834 199.531 284.605 302.044 306.016 307.255 478.885 497.334 -1.66533e-16 -4.96951e-06
1.452 412.328 503.203 62.8024 -12.5333 83.9448 12.5333 111.858 172.953 195.03 278.351 308.288 304.255 303.63 472.631 503.573 0.00175315 -5.03403e-06
1.453 409.843 509.392 57.8339 -18.7381 77.74 18.7381 118.058 171.712 191.298 272.146 314.483 301.774 301.134 466.426 509.763 0.00247265 -5.09592e-06
1.454 407.313 515.507 52.9621 -24.869 71.6091 24.869 124.184 170.449 187.685 266.015 320.603 299.247 298.781 460.295 515.878 4.65679e-05 -5.15707e-06
1.455 404.959 521.524 48.1003 -30.9017 65.5764 30.9017 130.211 169.274 183.994 259.982 326.626 296.898 296.261 454.262 521.896 0.00234677 -5.21724e-06
1.456 402.562 527.418 43.3817 -36.8125 59.6657 36.8125 136.117 168.078 180.468 254.072 332.526 294.505 293.926 448.352 527.791 0.00061297 -5.27618e-06
1.457 400.265 533.167 38.759 -42.5779 53.9002 42.5779 141.877 166.931 176.988 248.306 338.281 292.212 291.589 442.586 533.54 0.00168287 -5.33367e-06
1.458 397.999 538.748 34.2886 -48.1754 48.3028 48.1754 147.469 165.8 173.644 242.709 343.867 289.95 289.373 436.989 539.122 0.00058373 -5.38948e-06
1.459 395.844 544.139 29.9526 -53.5827 42.8955 53.5827 152.871 164.725 170.38 237.301 349.264 287.799 287.179 431.581 544.513 0.00156585 -5.44339e-06
1.46 393.739 549.318 25.8036 -58.7785 37.6996 58.7785 158.061 163.674 167.277 232.106 354.449 285.697 285.124 426.385 549.692 0.000539572 -5.49518e-06
1.461 391.761 554.265 21.8224 -63.7424 32.7357 63.7424 163.02 162.688 164.279 227.142 359.402 283.724 283.108 421.422 554.639 0.00143291 -5.54465e-06
1.462 389.849 558.96 18.0606 -68.4547 28.0234 68.4547 167.726 161.733 161.468 222.429 364.103 281.815 281.247 416.709 559.335 0.000479525 -5.5916e-06
1.463 388.233 563.385 14.9749 -72.8969 23.5813 72.8969 172.163 160.373 159.738 217.987 368.534 280.203 279.766 412.267 563.76 0.00224081 -5.63585e-06
1.464 386.201 567.522 12.2096 -77.0513 19.4268 77.0513 176.312 158.98 158.362 213.833 372.677 278.176 279.021 408.113 567.898 0.00149731 -5.67722e-06
1.465 385.12 571.355 9.6461 -80.9017 15.5764 80.9017 180.156 157.689 157.086 209.982 376.516 277.098 277.527 404.262 571.731 0.00108392 -5.71555e-06
1.466 383.935 574.869 7.28853 -84.4328 12.0453 84.4328 183.682 156.512 155.902 206.451 380.036 275.917 276.343 400.731 575.245 0.00126445 -5.75069e-06
1.467 382.853 578.049 5.16064 -87.6307 8.84746 87.6307 186.874 155.438 154.844 203.253 383.222 274.839 275.285 397.533 578.426 0.000875896 -5.78249e-06
1.468 381.895 580.884 3.25581 -90.4827 5.99543 90.4827 189.72 154.487 153.886 200.401 386.062 273.884 274.328 394.681 581.26 0.00102019 -5.81084e-06
1.469 381.046 583.361 1.59768 -92.9776 3.50049 92.9776 192.209 153.646 153.065 197.906 388.546 273.04 273.506 392.186 583.738 0.000653787 -5.83561e-06
1.47 380.329 585.419 0.175554 -95.1057 1.39879 95.1057 194.305 152.937 152.348 195.831 390.609 272.326 272.79 390.137 585.795 0.000813 -5.84684e-05
1.471 379.886 585.813 -0.603533 -96.8583 0.316717 96.8583 195.381 152.502 152.001 195.42 391.009 271.888 272.442 390.396 586.189 0.00252828 -0.00134705
1.472 379.666 585.92 -0.635377 -98.2287 -0.3393 98.2287 196.033 152.288 152.178 195.477 391.123 271.671 272.62 390.985 586.297 0.00262343 -0.000368547
1.473 379.768 586.289 -0.479934 -99.2115 -0.558052 99.2115 196.436 152.399 152.22 195.832 391.498 271.777 272.661 391.363 586.666 0.00154625 -0.00110841
1.474 379.756 586.269 -0.6037 -99.8027 -0.497085 99.8027 196.427 152.394 152.096 196.487 391.483 271.769 272.538 392.018 586.646 0.00118338 -5.86494e-06
1.475 379.745 586.627 -0.47399 -100 -0.531372 100 196.797 152.39 152.226 196.274 391.847 271.761 272.668 391.805 587.004 0.000431513 -0.000176467
1.476 379.733 586.412 -0.330114 -99.8027 -0.196105 99.8027 196.594 152.386 152.37 196.609 391.638 271.753 272.812 392.14 586.789 2.09409e-06 -5.86683e-06
1.477 379.722 585.907 0.222537 -99.2115 0.159232 99.2115 196.1 152.383 152.923 196.861 391.138 271.746 273.364 392.392 586.284 3.15226e-11 -5.86107e-06
1.478 379.711 584.907 1.19381 -98.2287 1.14165 98.2287 195.111 152.379 153.894 197.844 390.144 271.738 274.336 393.375 585.283 -5.55112e-17 -5.85107e-06
1.479 379.699 583.519 2.56422 -96.8583 2.51205 96.8583 193.735 152.375 155.264 199.214 388.762 271.731 275.706 394.745 583.895 -5.55112e-17 -5.83719e-06
1.48 379.688 581.749 4.31688 -95.1057 4.26472 95.1057 191.977 152.371 157.017 200.967 386.998 271.723 277.459 396.498 582.125 -1.66533e-16 -5.81949e-06
1.481 379.676 579.603 6.44489 -92.9776 6.39272 92.9776 189.843 152.368 159.145 203.095 384.858 271.715 279.587 398.626 579.98 1.35145e-138 -5.79803e-06
1.482 379.665 577.091 8.93983 -90.4827 8.88767 90.4827 187.342 152.364 161.64 205.59 382.351 271.708 282.082 401.121 577.467 -5.55112e-17 -5.77291e-06
1.483 379.654 574.222 11.7919 -87.6307 11.7397 87.6307 184.484 152.36 164.492 208.442 379.488 271.7 284.934 403.973 574.598 -5.55112e-17 -5.74422e-06
1.484 379.642 571.007 14.9897 -84.4328 14.9376 84.4328 181.281 152.356 167.69 211.64 376.279 271.693 288.131 407.171 571.383 -5.55112e-17 -5.71207e-06
1.485 379.631 567.459 18.5208 -80.9017 18.4687 80.9017 177.744 152.352 171.221 215.171 372.736 271.685 291.663 410.702 567.835 5.55112e-17 -5.67659e-06
1.486 379.619 563.592 22.3712 -77.0513 22.319 77.0513 173.888 152.349 175.071 219.021 368.874 271.678 295.513 414.552 563.968 -1.11022e-16 -5.63792e-06
1.487 379.608 559.421 26.5257 -72.8969 26.4735 72.8969 169.728 152.345 179.226 223.175 364.709 271.67 299.667 418.707 559.796 -5.55112e-17 -5.59621e-06
1.488 379.597 554.963 30.9678 -68.4547 30.9157 68.4547 165.28 152.341 183.668 227.618 360.255 271.662 304.11 423.149 555.337 -1.11022e-16 -5.55163e-06
1.489 379.585 550.234 35.6801 -63.7424 35.628 63.7424 160.562 152.337 188.38 232.33 355.532 271.655 308.822 427.861 550.608 -5.55112e-17 -5.50434e-06
1.49 379.574 545.254 40.644 -58.7785 40.5918 58.7785 155.593 152.333 193.344 237.294 350.557 271.647 313.786 432.825 545.628 -1.11022e-16 -5.45454e-06
1.491 379.563 540.043 45.8399 -53.5827 45.7877 53.5827 150.392 152.33 198.54 242.49 345.351 271.64 318.982 438.021 540.416 -1.66533e-16 -5.40243e-06
1.492 379.551 534.62 51.2472 -48.1754 51.195 48.1754 144.979 152.326 203.947 247.897 339.932 271.632 324.389 443.428 534.993 -1.66533e-16 -5.3482e-06
1.493 379.54 529.007 56.8446 -42.5779 56.7924 42.5779 139.376 152.322 209.545 253.494 334.324 271.624 329.986 449.025 529.379 5.55112e-17 -5.29207e-06
1.494 379.528 523.226 62.6101 -36.8125 62.5579 36.8125 133.606 152.318 215.31 259.26 328.548 271.617 335.752 454.791 523.598 -1.66533e-16 -5.23426e-06
1.495 379.517 517.3 68.5208 -30.9017 68.4687 30.9017 127.69 152.314 221.221 265.171 322.627 271.609 341.663 460.702 517.672 -5.55112e-17 -5.175e-06
1.496 379.506 511.253 74.5535 -24.869 74.5014 24.869 121.652 152.311 227.254 271.203 316.584 271.602 347.695 466.734 511.623 -1.11022e-16 -5.11453e-06
1.497 379.494 505.107 80.6844 -18.7381 80.6322 18.7381 115.516 152.307 233.385 277.334 310.443 271.594 353.826 472.865 505.477 -1.11022e-16 -5.05307e-06
1.498 379.483 498.888 86.8892 -12.5333 86.837 12.5333 109.306 152.303 239.589 283.539 304.228 271.586 360.031 479.07 499.257 -1.66533e-16 -4.99088e-06
1.499 379.471 492.619 93.1435 -6.27905 93.0913 6.27905 103.047 152.299 245.844 289.793 297.964 271.579 366.285 485.324 492.988 -1.11022e-16 -4.92819e-06
1.5 379.46 490.926 99.4225 -3.42138e-10 99.3679 3.41795e-10 96.7652 152.295 252.123 296.067 291.68 271.571 372.564 491.596 486.702 -4.91126e-06 -1.11022e-16
1.501 379.449 497.284 105.702 6.27905 105.644 -6.27905 90.4837 152.292 258.402 302.341 285.396 271.564 378.843 497.868 480.415 -4.97484e-06 -5.55112e-17
1.502 381.956 503.737 111.116 12.5333 111.894 -12.5333 84.2294 153.127 262.977 308.586 279.142 273.235 382.579 504.107 474.161 -0.00168432 -5.55112e-17
1.503 385.048 509.926 116.286 18.7381 118.093 -18.7381 78.0246 154.158 267.113 314.78 272.937 275.297 385.68 510.296 467.956 -0.00207417 -5.55112e-17
1.504 388.195 516.041 121.364 24.869 124.219 -24.869 71.8938 155.207 271.138 320.901 266.806 277.395 388.652 516.412 461.826 -4.21647e-05 -5.55112e-17
1.505 391.12 522.057 126.419 30.9017 130.247 -30.9017 65.861 156.182 275.213 326.923 260.774 279.344 391.749 522.429 455.793 -0.00196925 -5.55112e-17
1.506 394.097 527.952 131.333 36.8125 136.152 -36.8125 59.9503 157.175 279.131 332.824 254.863 281.33 394.67 528.324 449.882 -0.000534975 0
1.507 396.953 533.701 136.142 42.5779 141.912 -42.5779 54.1848 158.126 282.984 338.578 249.097 283.233 397.568 534.074 444.117 -0.00139579 0
1.508 400.01 539.282 140.551 48.1754 147.504 -48.1754 48.5874 159.312 286.204 344.165 243.5 285.604 400.096 539.655 438.519 -0.00100248 -1.11022e-16
1.509 402.938 544.672 144.613 53.5827 152.906 -53.5827 43.1801 160.653 288.92 349.562 238.093 288.286 402.564 545.046 433.112 -0.00219807 -5.55112e-17
1.51 405.562 549.851 148.49 58.7785 158.097 -58.7785 37.9842 161.967 291.48 354.747 232.897 290.914 405.124 550.225 427.916 -0.000457857 0
1.511 408.003 554.798 152.227 63.7424 163.055 -63.7424 33.0203 163.19 293.99 359.699 227.933 293.36 407.634 555.173 422.952 -0.0020236 -1.11022e-16
1.512 410.385 559.493 155.743 68.4547 167.762 -68.4547 28.308 164.383 296.308 364.401 223.221 295.746 409.952 559.868 418.24 -0.000422759 -5.55112e-17
1.513 412.566 563.918 159.088 72.8969 172.198 -72.8969 23.8659 165.475 298.557 368.831 218.778 297.931 412.2 564.294 413.798 -0.00179883 -5.55112e-17
1.514 414.67 568.056 162.184 77.0513 176.347 -77.0513 19.7114 166.529 300.595 372.975 214.624 300.039 414.239 568.431 409.643 -0.000366651 -1.11022e-16
1.515 416.555 571.889 165.086 80.9017 180.192 -80.9017 15.861 167.474 302.548 376.814 210.774 301.929 416.192 572.264 405.793 -0.00155966 -1.11022e-16
1.516 418.349 575.402 167.714 84.4328 183.717 -84.4328 12.33 168.373 304.273 380.333 207.243 303.726 417.916 575.778 402.262 -0.000295783 -5.55112e-17
1.517 419.914 578.583 169.934 87.6307 186.909 -87.6307 9.13208 169.346 305.893 383.519 204.045 305.296 419.536 578.959 399.064 -0.00168948 -5.55112e-17
1.518 421.944 581.417 171.374 90.4827 189.756 -90.4827 6.28004 170.754 306.703 386.36 201.193 307.329 420.347 581.793 396.212 -0.0015713 0
1.519 422.666 583.894 172.61 92.9776 192.245 -92.9776 3.7851 172.009 308.462 388.843 198.698 308.056 422.106 584.271 393.717 -0.00103019 -1.11022e-16
1.52 423.723 586.005 173.673 95.1057 194.367 -95.1057 1.65709 173.069 309.521 390.959 196.57 309.118 423.164 586.381 391.589 -0.00111406 3.33067e-16
1.521 424.608 586.832 174.537 96.8583 195.66 -96.8583 0.358113 173.954 310.376 391.793 195.724 310.006 424.02 587.209 391.197 -0.0015838 0.000907368
1.522 425.286 587.161 175.221 98.2287 196.33 -98.2287 -0.31709 174.636 311.056 392.128 195.744 310.688 424.7 587.538 391.546 -0.0021011 0.00139041
1.523 425.787 586.951 175.693 99.2115 196.675 -99.2115 -0.540741 175.143 311.524 391.923 196.151 311.194 425.168 587.328 392.498 -0.000496106 0.000430031
1.524 426.076 587.708 175.985 99.8027 196.969 -99.8027 -0.571926 175.438 311.814 392.687 196.412 311.487 425.458 588.085 392.283 -0.000685433 0.000910198
1.525 426.221 587.698 176.025 100 196.971 -100 -0.324831 175.591 311.853 392.682 196.849 311.637 425.497 588.075 392.72 -2.75348e-05 1.78833e-06
1.526 426.188 587.577 175.848 99.8027 196.859 -99.8027 -0.313809 175.566 311.677 392.568 196.768 311.607 425.32 587.954 392.636 -6.54319e-06 1.38269e-06
1.527 426.157 586.968 175.275 99.2115 196.262 -99.2115 0.278057 175.544 311.103 391.965 197.36 311.581 424.747 587.345 393.228 -5.87169e-06 1.65756e-12
1.528 426.14 585.968 174.296 98.2287 195.274 -98.2287 1.25216 175.536 310.125 390.97 198.334 311.569 423.768 586.345 394.202 -5.86168e-06 0
