t 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 jV0400 jV0600
0.156 76.7953 219.888 15.985 -36.8125 15.0487 36.8125 96.3587 70.4692 69.833 102.641 168.372 76.7926 76.4934 167.77 220.223 0.00335785 -0.00105821
0.157 74.8649 221.057 12.1468 -42.5779 11.578 42.5779 99.8271 68.5412 67.922 101.465 169.544 74.863 74.5833 168.889 221.392 0.00509751 -0.00354515
0.158 73.0012 221.914 8.4101 -48.1754 8.95262 48.1754 102.45 66.6797 66.0461 101.812 170.403 73 72.7081 170.997 222.249 0.00458953 -0.00242289
0.159 71.1904 223.241 4.81083 -53.5827 7.13579 53.5827 104.265 64.8709 64.2548 103.586 171.733 71.1899 70.9175 173.253 223.576 0.00766449 -0.00621775
0.16 69.4606 224.937 1.34198 -58.7785 5.43299 58.7785 105.966 63.1432 62.513 105.376 173.431 69.4609 69.1763 175.044 225.272 0.00279549 -0.000790688
0.161 68.3969 226.614 -0.658036 -63.7424 3.74871 63.7424 107.648 62.0812 61.5743 106.971 175.111 68.3978 68.238 176.639 226.95 0.00972744 -0.00580736
0.162 68.0896 228.147 -0.691793 -68.4547 2.20862 68.4547 109.185 61.5411 62.08 108.603 176.646 67.974 68.6266 178.271 228.483 0.00870499 -0.000663586
0.163 68.53 229.652 -0.602799 -72.8969 0.697186 72.8969 110.694 61.9827 61.7267 110.023 178.153 68.4151 68.2732 179.69 229.988 0.00630414 -0.00523948
0.164 68.0925 231.044 -0.685625 -77.0513 -0.548819 77.0513 112.092 61.8369 61.789 111.531 179.548 68.1234 68.4806 181.199 231.381 0.00788874 -0.000408825
0.165 68.1189 232.956 -0.600915 -80.9017 -0.655915 80.9017 114.009 61.8457 61.8642 113.355 181.463 68.1411 68.5463 183.023 233.293 0.00802758 -0.00340373
0.166 68.1346 234.685 -0.677824 -84.4328 -0.578034 84.4328 115.743 61.851 61.7814 115.228 183.195 68.1515 68.4576 184.896 235.022 0.00674552 -0.000145311
0.167 68.1146 236.313 -0.592329 -87.6307 -0.640988 87.6307 117.376 61.8443 61.8728 116.728 184.825 68.1382 68.555 186.395 236.65 0.00641925 -0.00303917
0.168 68.1261 237.737 -0.668453 -90.4827 -0.53283 90.4827 118.805 61.8481 61.7922 118.257 186.252 68.1459 68.4699 187.925 238.074 0.00534755 -0.000303263
0.169 68.115 238.97 -0.578051 -92.9776 -0.634303 92.9776 120.043 61.8444 61.8856 119.409 187.488 68.1384 68.5664 189.077 239.308 0.00497574 -0.00220442
0.17 68.1319 239.967 -0.656047 -95.1057 -0.560309 95.1057 121.045 61.85 61.8013 120.607 188.487 68.1497 68.4757 190.275 240.305 0.00405687 -2.63832e-05
0.171 68.1215 240.904 -0.555027 -96.8583 -0.612958 96.8583 121.986 61.8466 61.9051 121.363 189.426 68.1428 68.5823 191.031 241.242 0.00336781 -0.00170813
0.172 68.1402 241.679 -0.637729 -98.2287 -0.361396 98.2287 122.767 61.8528 61.8155 122.202 190.204 68.1553 68.4857 191.87 242.017 0.00282675 -0.000444008
0.173 68.1372 242.055 -0.514347 -99.2115 -0.592556 99.2115 123.148 61.8518 61.9392 122.57 190.583 68.1533 68.6098 192.238 242.394 0.00152506 -0.000599033
0.174 68.1586 242.217 -0.60331 -99.8027 -0.555742 99.8027 123.315 61.8589 61.8424 123.029 190.748 68.1675 68.5052 192.697 242.556 0.00143791 -3.15211e-06
0.175 68.1883 242.453 -0.409728 -100 -0.491667 100 123.555 61.8688 62.0254 123.047 190.986 68.1873 68.6776 192.715 242.791 0.000136893 -0.000122565
0.176 68.2366 242.245 -0.388254 -99.8027 -0.228528 99.8027 123.352 61.885 62.0301 123.314 190.78 68.2195 68.6655 192.982 242.583 -1.1636e-05 -2.42686e-06
0.177 68.4872 241.745 0.121466 -99.2115 0.20507 99.2115 122.857 61.9685 62.4556 123.649 190.282 68.3866 69.0068 193.317 242.084 -0.000157099 -2.41945e-06
0.178 68.9521 240.755 0.908917 -98.2287 1.18693 98.2287 121.872 62.1235 63.0874 124.631 189.295 68.6966 69.4829 194.299 241.094 -0.000203186 -2.40955e-06
0.179 69.6316 239.378 2.05213 -96.8583 2.55734 96.8583 120.499 62.35 64.0034 126.001 187.92 69.1496 70.1717 195.669 239.716 -0.00025169 -2.39578e-06
0.18 70.5011 237.619 3.51428 -95.1057 4.31 95.1057 118.744 62.6398 65.175 127.754 186.162 69.7292 71.0529 197.422 237.956 -0.000329659 -2.37819e-06
0.181 71.561 235.484 5.28827 -92.9776 6.43801 92.9776 116.614 62.9931 66.595 129.882 184.03 70.4358 72.1188 199.55 235.821 -0.000378918 -2.35684e-06
0.182 72.8036 232.982 7.36829 -90.4827 8.93295 90.4827 114.117 63.4073 68.2601 132.377 181.53 71.2642 73.369 202.045 233.319 -0.00045107 -2.33182e-06
0.183 74.2263 230.124 9.74535 -87.6307 11.785 87.6307 111.262 63.8815 70.1622 135.229 178.673 72.2127 74.7961 204.897 230.46 -0.000499105 -2.30324e-06
0.184 75.8214 226.92 12.4108 -84.4328 14.9829 84.4328 108.062 64.4132 72.2952 138.427 175.471 73.276 76.3967 208.095 227.255 -0.000565862 -2.2712e-06
0.185 77.5841 223.383 15.3535 -80.9017 18.514 80.9017 104.529 65.0008 74.6496 141.958 171.935 74.4512 78.1627 211.626 223.718 -0.000610975 -2.23583e-06
0.186 79.6126 219.526 18.3424 -77.0513 22.3643 77.0513 100.676 65.8615 76.777 145.808 168.08 76.1726 79.9822 215.476 219.86 -0.00111203 -2.19726e-06
0.187 82.0181 219.291 21.4604 -72.8969 26.5177 72.8969 96.5205 66.8972 78.8585 149.96 163.924 78.2439 81.7288 219.627 215.703 -0.00140221 -2.77556e-17
0.188 84.2173 223.731 24.786 -68.4547 30.9587 68.4547 92.0773 68.0129 81.0675 154.4 159.479 80.4754 83.9692 224.066 211.257 -0.000837203 0
0.189 86.5589 228.436 28.3263 -63.7424 35.6688 63.7424 87.365 69.1841 83.4357 159.108 154.767 82.8178 86.3374 228.772 206.545 -0.00151387 -2.77556e-17
0.19 89.0484 233.392 32.0441 -58.7785 40.6303 58.7785 82.4011 70.4293 85.9075 164.067 149.803 85.3081 88.8091 233.728 201.581 -0.000987459 -2.77556e-17
0.191 91.6339 238.579 35.9458 -53.5827 45.8238 53.5827 77.2053 71.7225 88.5151 169.259 144.607 87.8946 91.4167 238.917 196.385 -0.00160721 -2.77556e-17
0.192 94.3437 243.979 39.9968 -48.1754 51.2287 48.1754 71.7979 73.0778 91.2098 174.661 139.2 90.6053 94.1115 244.317 190.978 -0.0011132 -2.77556e-17
0.193 97.1315 249.568 44.1989 -42.5779 56.8237 42.5779 66.2005 74.4722 94.0166 180.253 133.603 93.394 96.9182 249.907 185.381 -0.00168371 0
0.194 100.019 253.02 48.519 -36.8125 61.4341 36.8125 61.5876 75.9167 96.8912 183.709 130.142 96.2829 99.7929 253.36 183.073 -0.0035193 0.00230504
0.195 102.965 254.209 52.9555 -30.9017 64.9853 30.9017 58.0339 77.3899 99.8534 184.9 128.946 99.2294 102.755 254.549 184.233 -0.00645454 0.00471413
0.196 105.986 255.352 57.4762 -24.869 68.5747 24.869 54.4419 78.9008 102.862 186.046 127.794 102.251 105.764 255.693 185.523 -0.00146326 0.000173086
0.197 109.042 256.63 62.0773 -18.7381 72.2803 18.7381 50.7337 80.4295 105.934 187.327 126.509 105.309 108.835 256.971 186.66 -0.00648806 0.00471267
0.198 112.148 257.83 66.7273 -12.5333 75.9844 12.5333 47.027 81.9832 109.029 188.53 125.3 108.416 111.93 258.171 187.949 -0.00198615 0.000645541
0.199 115.267 259.108 71.4205 -6.27905 79.752 6.27905 43.2569 83.5431 112.161 189.811 124.014 111.536 115.063 259.45 189.147 -0.00612953 0.00434216
0.2 118.41 260.328 76.1263 8.39193e-13 83.5029 -8.26946e-13 39.5034 85.1152 115.293 191.034 122.786 114.68 118.195 260.67 190.445 -0.00213896 0.000773592
0.201 121.541 261.608 80.8379 6.27905 87.2835 -6.27905 35.7202 86.6815 118.438 192.316 121.499 117.813 121.339 261.949 191.653 -0.00600924 0.00423366
0.202 124.672 262.824 85.5251 12.5333 91.0205 -12.5333 31.9806 88.2473 121.558 193.536 120.274 120.944 124.459 263.166 192.943 -0.00220738 0.000842809
0.203 127.766 264.087 90.179 18.7381 94.7555 -18.7381 28.2429 89.7969 124.664 194.801 119.003 124.04 127.566 264.429 194.14 -0.00584861 0.00410549
0.204 131.557 265.28 93.3835 24.869 98.4189 -24.869 24.5768 92.722 127 195.997 117.802 127.832 129.902 265.622 195.403 -0.00498212 0.000863111
0.205 135.127 266.507 96.401 30.9017 102.05 -30.9017 20.9429 95.7359 129.459 197.227 116.567 131.404 132.36 266.849 196.567 -0.0084233 0.00394784
0.206 138.103 267.656 99.3318 36.8125 105.582 -36.8125 17.4089 98.7145 132.389 198.379 115.41 134.381 135.291 267.999 197.786 -0.00233044 0.000840473
0.207 140.96 268.829 102.237 42.5779 109.052 -42.5779 13.9355 101.574 135.294 199.555 114.228 137.239 138.196 269.172 198.897 -0.00801218 0.00375689
0.208 143.779 269.915 105.011 48.1754 112.395 -48.1754 10.5896 104.395 138.069 200.644 113.134 140.059 140.97 270.258 200.054 -0.00221029 0.000779797
0.209 146.457 271.473 107.736 53.5827 114.665 -53.5827 8.31715 107.076 140.794 202.204 113.997 142.739 143.695 271.816 201.623 -0.0094612 0.0055034
0.21 149.075 271.444 110.309 58.7785 116.39 -58.7785 6.58929 109.697 143.367 202.178 115.737 145.358 146.269 271.788 205.112 -0.00476336 0.00343914
0.211 151.531 274.701 112.812 63.7424 118.042 -63.7424 4.9348 112.157 145.87 205.439 117.392 147.816 148.772 275.045 205.155 -0.00682162 0.00320027
0.212 153.908 276.264 115.143 68.4547 119.61 -68.4547 3.36366 114.536 148.201 207.004 118.962 150.194 151.103 276.608 206.725 -0.00425973 0.00308214
0.213 156.103 277.735 117.386 72.8969 121.088 -72.8969 1.88319 116.735 150.443 208.479 120.443 152.391 153.345 278.08 208.207 -0.0060881 0.00284126
0.214 158.202 279.111 119.437 77.0513 122.47 -77.0513 0.498195 118.837 152.494 209.858 121.827 154.491 155.396 279.456 209.592 -0.00369508 0.00269775
0.215 160.1 280.486 121.384 80.9017 123.852 -80.9017 -0.578815 120.738 154.441 211.236 123.217 156.392 157.343 280.831 210.982 -0.00507078 0.00284902
0.216 161.89 282.194 123.121 84.4328 125.566 -84.4328 -0.651692 122.531 156.178 212.946 124.958 158.182 159.08 282.539 212.724 -0.00198291 0.00447937
0.217 163.46 283.837 124.743 87.6307 127.215 -87.6307 -0.566844 124.105 157.8 214.592 126.589 159.755 160.702 284.182 214.355 -0.00420229 0.00227892
0.218 164.913 285.21 126.137 90.4827 128.594 -90.4827 -0.635999 125.561 159.194 215.968 127.99 161.21 162.096 285.555 215.756 -0.00165787 0.00337851
0.219 166.13 286.482 127.41 92.9776 129.871 -92.9776 -0.578969 126.782 160.467 217.243 129.261 162.428 163.369 286.827 217.027 -0.00317622 0.00188408
0.22 167.227 287.512 128.436 95.1057 130.908 -95.1057 -0.61636 127.882 161.493 218.276 130.313 163.527 164.395 287.858 218.079 -0.00123522 0.00234505
0.221 168.069 288.402 129.341 96.8583 131.804 -96.8583 -0.56885 128.727 162.399 219.17 131.214 164.371 165.301 288.748 218.98 -0.00219355 0.00129182
0.222 168.799 289.061 129.977 98.2287 132.469 -98.2287 -0.592922 129.461 163.035 219.832 131.892 165.102 165.936 289.407 219.659 -0.000734255 0.0014351
0.223 169.249 289.559 130.505 99.2115 132.973 -99.2115 -0.544424 129.914 163.563 220.333 132.417 165.553 166.464 289.905 220.183 -0.00118596 0.000640483
0.224 169.617 289.835 130.723 99.8027 133.254 -99.8027 -0.551023 130.285 163.78 220.611 132.717 165.924 166.682 290.181 220.483 -0.00026526 0.000562622
0.225 169.666 289.902 130.866 100 133.327 -100 -0.448729 130.338 163.924 220.681 132.941 165.974 166.825 290.248 220.707 -0.000201183 3.79812e-05
0.226 169.718 289.715 130.611 99.8027 133.146 -99.8027 -0.286623 130.393 163.669 220.498 133.083 166.028 166.571 290.061 220.85 -3.05494e-06 7.39169e-07
0.227 169.605 289.132 130.129 99.2115 132.569 -99.2115 0.26118 130.283 163.186 219.918 133.614 165.916 166.088 289.478 221.381 -2.89333e-06 2.44454e-12
0.228 169.48 288.141 129.206 98.2287 131.584 -98.2287 1.23965 130.221 162.324 218.929 134.593 165.793 165.285 288.487 222.359 0.000116572 -2.77556e-17
0.229 168.953 286.762 128.096 96.8583 130.21 -96.8583 2.61005 129.959 161.474 217.553 135.963 165.268 164.696 287.108 223.73 0.000518345 -2.77556e-17
0.23 168.234 285.001 126.701 95.1057 128.455 -95.1057 4.36272 129.6 160.436 215.795 137.716 164.55 164.016 285.347 225.482 0.000219141 -5.55112e-17
0.231 167.397 282.865 124.989 92.9776 126.324 -92.9776 6.49072 129.182 159.14 213.661 139.844 163.715 163.136 283.21 227.61 0.000612036 -2.77556e-17
0.232 166.388 280.362 122.996 90.4827 123.826 -90.4827 8.98566 128.678 157.65 211.16 142.339 162.707 162.147 280.707 230.105 0.000398481 -2.77556e-17
0.233 165.253 277.502 120.709 87.6307 120.971 -87.6307 11.8377 128.112 155.927 208.303 145.191 161.575 160.989 277.846 232.957 0.000726389 -2.77556e-17
0.234 163.966 274.296 118.152 84.4328 117.771 -84.4328 15.0356 127.469 154.011 205.099 148.389 160.289 159.714 274.64 236.155 0.000554261 -2.77556e-17
0.235 162.557 270.758 115.323 80.9017 114.237 -80.9017 18.5667 126.766 151.884 201.563 151.92 158.882 158.289 271.101 239.686 0.000844688 -2.77556e-17
0.236 161.01 266.9 112.244 77.0513 110.384 -77.0513 22.417 125.993 149.576 197.707 155.77 157.336 156.752 267.243 243.537 0.000693907 -2.77556e-17
0.237 159.35 262.738 108.917 72.8969 106.227 -72.8969 26.5715 125.164 147.076 193.547 159.925 155.678 155.08 263.08 247.691 0.000956051 0
0.238 157.567 258.289 105.364 68.4547 101.782 -68.4547 31.0137 124.273 144.413 189.1 164.367 153.897 153.305 258.63 252.133 0.000817994 -2.77556e-17
0.239 155.683 256.488 101.591 63.7424 97.0684 -63.7424 35.7247 123.332 141.58 184.385 169.076 152.014 151.412 253.914 256.842 0.00105886 -2.56688e-06
0.24 153.692 261.46 97.6205 58.7785 92.1032 -58.7785 40.6873 122.337 138.602 179.418 174.038 150.025 149.428 248.946 261.802 0.000928341 -2.6166e-06
0.241 151.614 266.647 93.4613 53.5827 86.9074 -53.5827 45.8805 121.299 135.48 174.223 179.228 147.948 147.342 243.75 266.989 0.00114527 -2.66847e-06
0.242 149.446 272.045 89.1359 48.1754 81.5001 -48.1754 51.2851 120.215 132.236 168.815 184.63 145.781 145.181 238.343 272.389 0.00101888 -2.72245e-06
0.243 147.207 277.633 84.6558 42.5779 75.9027 -42.5779 56.8798 119.097 128.874 163.218 190.222 143.544 142.935 232.746 277.978 0.00121595 -2.77833e-06
0.244 144.895 283.39 80.0438 36.8125 70.1372 -36.8125 62.6424 117.942 125.415 157.452 195.982 141.234 140.63 226.98 283.735 0.00109124 -2.8359e-06
0.245 142.531 289.291 75.3133 30.9017 64.2264 -30.9017 68.5503 116.76 121.865 151.542 201.887 138.871 138.26 221.07 289.637 0.00126938 -2.89491e-06
0.246 140.113 295.314 70.4875 24.869 58.1937 -24.869 74.5801 115.552 118.246 145.509 207.914 136.454 135.848 215.037 295.661 0.00114457 -2.95514e-06
0.247 137.659 299.632 65.5811 18.7381 52.9643 -18.7381 79.8065 114.326 114.564 141.181 212.236 134.002 133.391 211.61 299.98 0.00310735 -0.00180587
0.248 135.226 300.884 61.153 12.5333 49.2314 -12.5333 83.5364 112.548 111.913 139.92 213.491 131.571 131.392 212.821 301.232 0.00719303 -0.00494692
0.249 132.553 302.065 56.979 6.27905 45.5091 -6.27905 87.2557 110.466 109.819 138.73 214.675 128.899 129.887 214.163 302.413 0.00311484 -0.000135599
0.25 130.444 303.377 52.8053 -1.00458e-12 41.7092 9.92335e-13 91.0526 108.359 107.75 137.409 215.99 126.791 127.818 215.321 303.725 0.00610125 -0.00487447
0.251 128.361 304.591 48.6062 -6.27905 37.9576 6.27905 94.8011 106.278 105.631 136.185 217.208 124.709 125.699 216.625 304.94 0.00361599 -0.000680351
0.252 126.26 305.868 44.4485 -12.5333 34.1878 12.5333 98.5679 104.18 103.57 134.899 218.487 122.61 123.637 217.824 306.216 0.00557973 -0.00431383
0.253 124.2 307.071 40.2998 -18.7381 30.479 18.7381 102.274 102.123 101.478 133.687 219.694 120.551 121.545 219.107 307.42 0.00359183 -0.000743807
0.254 122.142 308.32 36.2238 -24.869 26.7843 24.869 105.965 100.067 99.4565 132.428 220.946 118.494 119.524 220.284 308.669 0.0054188 -0.00415079
0.255 120.139 309.49 32.1905 -30.9017 23.1782 30.9017 109.568 98.0663 97.4226 131.249 222.119 116.492 117.49 221.532 309.839 0.00348942 -0.000757525
0.256 118.154 310.694 28.2611 -36.8125 19.6161 36.8125 113.127 96.0838 95.4745 130.035 223.327 114.508 115.542 222.667 311.043 0.00519679 -0.00396134
0.257 116.24 311.811 24.4064 -42.5779 16.1703 42.5779 116.57 94.1718 93.5305 128.909 224.447 112.595 113.598 223.86 312.16 0.00331507 -0.000728226
0.258 114.359 312.952 20.6858 -48.1754 12.7964 48.1754 119.941 92.2938 91.6868 127.759 225.591 110.716 111.754 224.933 313.301 0.00491089 -0.00374022
0.259 112.564 313.996 17.0701 -53.5827 9.5658 53.5827 123.168 90.5011 89.8627 126.705 226.638 108.922 109.93 226.056 314.346 0.00307546 -0.000662188
0.26 110.818 315.078 13.6175 -58.7785 6.4761 58.7785 126.255 88.7567 88.1534 125.721 227.724 107.177 108.221 227.071 315.428 0.00464861 -0.00357218
0.261 109.17 315.044 10.2975 -63.7424 4.78186 63.7424 127.946 87.1117 86.4772 127.297 227.693 105.531 106.544 230.365 315.394 0.00531697 -0.00310478
0.262 107.585 317.815 7.1677 -68.4547 3.20735 68.4547 129.517 85.5281 84.9299 128.86 230.467 103.946 104.997 230.722 318.165 0.00469128 -0.00373536
0.263 106.112 319.279 4.19535 -72.8969 1.73319 72.8969 130.988 84.0573 83.4274 130.354 231.935 102.474 103.495 232.216 319.63 0.00419257 -0.00220753
0.264 104.711 320.661 1.43825 -77.0513 0.341361 77.0513 132.377 82.6588 82.0677 131.725 233.321 101.074 102.135 233.587 321.012 0.00414043 -0.00332749
0.265 103.689 322.091 -0.618976 -80.9017 -0.599807 80.9017 133.812 81.6386 81.0296 133.195 234.753 100.053 101.097 235.057 322.441 0.00527567 -0.00150458
0.266 102.823 323.825 -0.671851 -84.4328 -0.652913 84.4328 135.553 80.7744 81.8399 134.929 236.491 99.1879 101.907 236.791 324.176 0.0103628 -0.00175425
0.267 103.563 325.464 -0.616064 -87.6307 -0.543094 87.6307 137.199 81.5167 81.1523 136.587 238.133 99.9292 101.22 238.449 325.815 0.00302499 -0.00130652
0.268 103.555 326.837 -0.662301 -90.4827 -0.63983 90.4827 138.579 81.5107 81.1111 137.959 239.51 99.9221 101.178 239.821 327.188 0.00827985 -0.00157343
0.269 103.545 328.088 -0.59893 -92.9776 -0.582134 92.9776 139.837 81.5032 81.1809 139.251 240.765 99.9136 101.248 241.113 328.44 0.00236608 -0.000729273
0.27 103.54 329.141 -0.650903 -95.1057 -0.616362 95.1057 140.896 81.5 81.1311 140.282 241.821 99.9093 101.198 242.144 329.493 0.00608178 -0.0013939
0.271 103.534 330.006 -0.571482 -96.8583 -0.563641 96.8583 141.768 81.496 81.2135 141.212 242.689 99.9043 101.281 243.074 330.358 0.001313 -0.000364125
0.272 103.529 330.688 -0.633806 -98.2287 -0.596538 98.2287 142.457 81.4937 81.1524 141.857 243.375 99.901 101.22 243.719 331.04 0.00410406 -0.00100339
0.273 103.525 331.144 -0.517319 -99.2115 -0.522712 99.2115 142.919 81.4913 81.2703 142.449 243.834 99.8975 101.338 244.311 331.496 0.00036867 -5.41161e-05
0.274 103.521 331.461 -0.600519 -99.8027 -0.563402 99.8027 143.244 81.4899 81.1875 142.672 244.155 99.895 101.255 244.534 331.813 0.00196888 -0.00052857
0.275 103.518 331.457 -0.393392 -100 -0.323637 100 143.246 81.4884 81.3951 143.103 244.153 99.8925 101.462 244.965 331.809 1.0347e-05 -3.34318e-06
0.276 103.515 331.345 -0.341575 -99.8027 -0.30441 99.8027 143.14 81.4875 81.4467 143.027 244.045 99.8906 101.514 244.889 331.697 3.72771e-06 -3.32906e-06
0.277 103.512 330.744 0.248989 -99.2115 0.287277 99.2115 142.546 81.4865 82.0373 143.619 243.447 99.8886 102.105 245.481 331.096 4.58033e-12 -3.30944e-06
0.278 103.509 329.752 1.21579 -98.2287 1.26295 98.2287 141.56 81.4855 83.0041 144.594 242.458 99.8865 103.071 246.456 330.103 -4.22995e-14 -3.29952e-06
0.279 103.716 328.371 2.51598 -96.8583 2.63336 96.8583 140.186 81.5546 84.234 145.965 241.081 100.025 104.231 247.827 328.723 -0.000140447 -3.28571e-06
0.28 104.561 326.609 3.98609 -95.1057 4.38602 95.1057 138.43 81.8362 85.4216 147.717 239.322 100.588 105.136 249.579 326.961 -0.000565108 -3.26809e-06
0.281 105.648 324.472 5.75074 -92.9776 6.51403 92.9776 136.299 82.1985 86.8229 149.845 237.187 101.313 106.174 251.707 324.823 -0.000183012 -3.24672e-06
0.282 106.867 321.967 7.83836 -90.4827 9.00897 90.4827 133.801 82.6047 88.5032 152.34 234.686 102.125 107.447 254.202 322.318 -0.000637992 -3.22167e-06
0.283 108.305 319.106 10.21 -87.6307 11.861 87.6307 130.946 83.0841 90.3943 155.192 231.827 103.084 108.858 257.054 319.457 -0.000339495 -3.19306e-06
0.284 109.886 315.899 12.8797 -84.4328 15.0589 84.4328 127.745 83.6111 92.536 158.39 228.623 104.138 110.471 260.252 316.249 -0.000719 -3.16099e-06
0.285 111.659 312.359 15.8187 -80.9017 18.59 80.9017 124.21 84.2021 94.8828 161.921 225.086 105.32 112.226 263.783 312.709 -0.000470383 -3.12559e-06
0.286 113.571 308.5 19.0307 -77.0513 22.4404 77.0513 120.357 84.8394 97.4565 165.772 221.229 106.594 114.161 267.634 308.849 -0.000807495 -3.087e-06
0.287 115.653 304.337 22.4898 -72.8969 26.5948 72.8969 116.199 85.5335 100.22 169.926 217.069 107.983 116.23 271.788 304.685 -0.000585598 -3.04537e-06
0.288 117.863 299.886 26.1941 -68.4547 31.037 68.4547 111.754 86.2703 103.187 174.368 212.62 109.456 118.458 276.23 300.234 -0.000890876 -3.00086e-06
0.289 120.223 295.166 30.1185 -63.7424 35.7493 63.7424 107.039 87.0569 106.323 179.081 207.902 111.029 120.807 280.943 295.513 -0.0006863 -2.95366e-06
0.29 122.696 290.194 34.2569 -58.7785 40.7131 58.7785 102.072 87.8812 109.636 184.044 202.932 112.678 123.294 285.906 290.54 -0.000965051 -2.90394e-06
0.291 125.297 290.741 38.5846 -53.5827 45.9075 53.5827 96.8749 88.7482 113.096 189.237 197.734 114.412 125.886 291.098 285.34 -0.000775199 0
0.292 127.993 296.154 43.0846 -48.1754 51.3134 48.1754 91.4661 89.6542 116.688 194.642 192.323 116.224 128.593 296.501 279.928 -0.00104564 -5.55112e-17
0.293 131.223 301.741 47.3217 -42.5779 56.9078 42.5779 85.8687 91.0133 119.565 200.233 186.726 118.942 130.956 302.089 274.331 -0.00169677 -2.77556e-17
0.294 134.151 307.497 51.6448 -36.8125 62.6702 36.8125 80.1032 92.4542 122.446 205.993 180.96 121.824 133.79 307.846 268.565 -0.00165512 -2.77556e-17
0.295 137.109 313.397 56.0747 -30.9017 68.5779 30.9017 74.1925 93.9338 125.395 211.897 175.05 124.783 136.739 313.747 262.655 -0.00131287 -2.77556e-17
0.296 140.117 319.42 60.6014 -24.869 74.6074 24.869 68.1597 95.4384 128.416 217.923 169.017 127.792 139.759 319.77 256.622 -0.00170604 -5.55112e-17
0.297 143.184 325.54 65.1965 -18.7381 80.7351 18.7381 62.0289 96.9728 131.475 224.048 162.886 130.861 142.819 325.891 250.491 -0.0013728 -2.77556e-17
0.298 146.279 331.734 69.8519 -12.5333 86.9366 12.5333 55.8241 98.5207 134.581 230.246 156.681 133.957 145.925 332.086 244.286 -0.00173304 -2.77556e-17
0.299 149.407 337.978 74.5396 -6.27905 93.1875 6.27905 49.5698 100.086 137.702 236.494 150.427 137.087 149.046 338.331 238.032 -0.00140744 -2.77556e-17
0.3 152.539 340.106 79.2504 1.34761e-12 97.3929 -1.33536e-12 45.361 101.653 140.845 238.625 148.289 140.221 152.188 340.459 237.964 -0.00587677 0.00414052
