t 1 2 3 jxH0100
8.193 -1e-09 -5 -5 -1e-09
8.194 -1e-09 -5 -5 -1e-09
8.195 -1e-09 -5 -5 -1e-09
8.196 -1e-09 -5 -5 -1e-09
8.197 -1e-09 -5 -5 -1e-09
8.198 -1e-09 -5 -5 -1e-09
8.199 -1e-09 -5 -5 -1e-09
8.2 -1e-09 -5 -5 -1e-09
8.201 -1e-09 -5 -5 -1e-09
8.202 -1e-09 -5 -5 -1e-09
8.203 -1e-09 -5 -5 -1e-09
8.204 -1e-09 -5 -5 -1e-09
8.205 -1e-09 -5 -5 -1e-09
8.206 -1e-09 -5 -5 -1e-09
8.207 -1e-09 -5 -5 -1e-09
8.208 -1e-09 -5 -5 -1e-09
8.209 -1e-09 -5 -5 -1e-09
8.21 -1e-09 -5 -5 -1e-09
8.211 -1e-09 -5 -5 -1e-09
8.212 -1e-09 -5 -5 -1e-09
8.213 -1e-09 -5 -5 -1e-09
8.214 -1e-09 -5 -5 -1e-09
8.215 -1e-09 -5 -5 -1e-09
8.216 -1e-09 -5 -5 -1e-09
8.217 -1e-09 -5 -5 -1e-09
8.218 -1e-09 -5 -5 -1e-09
8.219 -1e-09 -5 -5 -1e-09
8.22 -1e-09 -5 -5 -1e-09
8.221 -1e-09 -5 -5 -1e-09
8.222 -1e-09 -5 -5 -1e-09
8.223 -1e-09 -5 -5 -1e-09
8.224 -1e-09 -5 -5 -1e-09
8.225 -1e-09 -5 -5 -1e-09
8.226 -1e-09 -5 -5 -1e-09
8.227 -1e-09 -5 -5 -1e-09
8.228 -1e-09 -5 -5 -1e-09
8.229 -1e-09 -5 -5 -1e-09
8.23 -1e-09 -5 -5 -1e-09
8.231 -1e-09 -5 -5 -1e-09
8.232 -1e-09 -5 -5 -1e-09
8.233 -1e-09 -5 -5 -1e-09
8.234 -1e-09 -5 -5 -1e-09
8.235 -1e-09 -5 -5 -1e-09
8.236 -1e-09 -5 -5 -1e-09
8.237 -1e-09 -5 -5 -1e-09
8.238 -1e-09 -5 -5 -1e-09
8.239 -1e-09 -5 -5 -1e-09
8.24 -1e-09 -5 -5 -1e-09
8.241 -1e-09 -5 -5 -1e-09
8.242 -1e-09 -5 -5 -1e-09
8.243 -1e-09 -5 -5 -1e-09
8.244 -1e-09 -5 -5 -1e-09
8.245 -1e-09 -5 -5 -1e-09
8.246 -1e-09 -5 -5 -1e-09
8.247 -1e-09 -5 -5 -1e-09
8.248 -1e-09 -5 -5 -1e-09
8.249 -1e-09 -5 -5 -1e-09
8.25 -1e-09 -5 -5 -1e-09
8.251 -1e-09 -5 -5 -1e-09
8.252 -1e-09 -5 -5 -1e-09
8.253 -1e-09 -5 -5 -1e-09
8.254 -1e-09 -5 -5 -1e-09
8.255 -1e-09 -5 -5 -1e-09
8.256 -1e-09 -5 -5 -1e-09
8.257 -1e-09 -5 -5 -1e-09
8.258 -1e-09 -5 -5 -1e-09
8.259 -1e-09 -5 -5 -1e-09
8.26 -1e-09 -5 -5 -1e-09
8.261 -1e-09 -5 -5 -1e-09
8.262 -1e-09 -5 -5 -1e-09
8.263 -1e-09 -5 -5 -1e-09
8.264 -1e-09 -5 -5 -1e-09
8.265 -1e-09 -5 -5 -1e-09
8.266 -1e-09 -5 -5 -1e-09
8.267 -1e-09 -5 -5 -1e-09
8.268 -1e-09 -5 -5 -1e-09
8.269 -1e-09 -5 -5 -1e-09
8.27 -1e-09 -5 -5 -1e-09
8.271 -1e-09 -5 -5 -1e-09
8.272 -1e-09 -5 -5 -1e-09
8.273 -1e-09 -5 -5 -1e-09
8.274 -1e-09 -5 -5 -1e-09
8.275 -1e-09 -5 -5 -1e-09
8.276 -1e-09 -5 -5 -1e-09
8.277 -1e-09 -5 -5 -1e-09
8.278 -1e-09 -5 -5 -1e-09
8.279 -1e-09 -5 -5 -1e-09
8.28 -1e-09 -5 -5 -1e-09
8.281 -1e-09 -5 -5 -1e-09
8.282 -1e-09 -5 -5 -1e-09
8.283 -1e-09 -5 -5 -1e-09
8.284 -1e-09 -5 -5 -1e-09
8.285 -1e-09 -5 -5 -1e-09
8.286 -1e-09 -5 -5 -1e-09
8.287 -1e-09 -5 -5 -1e-09
8.288 -1e-09 -5 -5 -1e-09
8.289 -1e-09 -5 -5 -1e-09
8.29 -1e-09 -5 -5 -1e-09
8.291 -1e-09 -5 -5 -1e-09
8.292 -1e-09 -5 -5 -1e-09
8.293 -1e-09 -5 -5 -1e-09
8.294 -1e-09 -5 -5 -1e-09
8.295 -1e-09 -5 -5 -1e-09
8.296 -1e-09 -5 -5 -1e-09
8.297 -1e-09 -5 -5 -1e-09
8.298 -1e-09 -5 -5 -1e-09
8.299 -1e-09 -5 -5 -1e-09
8.3 -1e-09 -5 -5 -1e-09
8.301 -1e-09 -5 -5 -1e-09
8.302 -1e-09 -5 -5 -1e-09
8.303 -1e-09 -5 -5 -1e-09
8.304 -1e-09 -5 -5 -1e-09
8.305 -1e-09 -5 -5 -1e-09
8.306 -1e-09 -5 -5 -1e-09
8.307 -1e-09 -5 -5 -1e-09
8.308 -1e-09 -5 -5 -1e-09
8.309 -1e-09 -5 -5 -1e-09
8.31 -1e-09 -5 -5 -1e-09
8.311 -1e-09 -5 -5 -1e-09
8.312 -1e-09 -5 -5 -1e-09
8.313 -1e-09 -5 -5 -1e-09
8.314 -1e-09 -5 -5 -1e-09
8.315 -1e-09 -5 -5 -1e-09
8.316 -1e-09 -5 -5 -1e-09
8.317 -1e-09 -5 -5 -1e-09
8.318 -1e-09 -5 -5 -1e-09
8.319 -1e-09 -5 -5 -1e-09
8.32 -1e-09 -5 -5 -1e-09
8.321 -1e-09 -5 -5 -1e-09
8.322 -1e-09 -5 -5 -1e-09
8.323 -1e-09 -5 -5 -1e-09
8.324 -1e-09 -5 -5 -1e-09
8.325 -1e-09 -5 -5 -1e-09
8.326 -1e-09 -5 -5 -1e-09
8.327 -1e-09 -5 -5 -1e-09
8.328 -1e-09 -5 -5 -1e-09
8.329 -1e-09 -5 -5 -1e-09
8.33 -1e-09 -5 -5 -1e-09
8.331 -1e-09 -5 -5 -1e-09
8.332 -1e-09 -5 -5 -1e-09
8.333 -1e-09 -5 -5 -1e-09
8.334 -1e-09 -5 -5 -1e-09
8.335 -1e-09 -5 -5 -1e-09
8.336 -1e-09 -5 -5 -1e-09
8.337 -1e-09 -5 -5 -1e-09
8.338 -1e-09 -5 -5 -1e-09
8.339 -1e-09 -5 -5 -1e-09
8.34 -1e-09 -5 -5 -1e-09
8.341 -1e-09 -5 -5 -1e-09
8.342 -1e-09 -5 -5 -1e-09
8.343 -1e-09 -5 -5 -1e-09
8.344 -1e-09 -5 -5 -1e-09
8.345 -1e-09 -5 -5 -1e-09
8.346 -1e-09 -5 -5 -1e-09
8.347 -1e-09 -5 -5 -1e-09
8.348 -1e-09 -5 -5 -1e-09
8.349 -1e-09 -5 -5 -1e-09
8.35 -1e-09 -5 -5 -1e-09
8.351 -1e-09 -5 -5 -1e-09
8.352 -1e-09 -5 -5 -1e-09
8.353 -1e-09 -5 -5 -1e-09
8.354 -1e-09 -5 -5 -1e-09
8.355 -1e-09 -5 -5 -1e-09
8.356 -1e-09 -5 -5 -1e-09
8.357 -1e-09 -5 -5 -1e-09
8.358 -1e-09 -5 -5 -1e-09
8.359 -1e-09 -5 -5 -1e-09
8.36 -1e-09 -5 -5 -1e-09
8.361 -1e-09 -5 -5 -1e-09
8.362 -1e-09 -5 -5 -1e-09
8.363 -1e-09 -5 -5 -1e-09
8.364 -1e-09 -5 -5 -1e-09
8.365 -1e-09 -5 -5 -1e-09
8.366 -1e-09 -5 -5 -1e-09
8.367 -1e-09 -5 -5 -1e-09
8.368 -1e-09 -5 -5 -1e-09
8.369 -1e-09 -5 -5 -1e-09
8.37 -1e-09 -5 -5 -1e-09
8.371 -1e-09 -5 -5 -1e-09
8.372 -1e-09 -5 -5 -1e-09
8.373 -1e-09 -5 -5 -1e-09
8.374 -1e-09 -5 -5 -1e-09
8.375 -1e-09 -5 -5 -1e-09
8.376 -1e-09 -5 -5 -1e-09
8.377 -1e-09 -5 -5 -1e-09
8.378 -1e-09 -5 -5 -1e-09
8.379 -1e-09 -5 -5 -1e-09
8.38 -1e-09 -5 -5 -1e-09
8.381 -1e-09 -5 -5 -1e-09
8.382 -1e-09 -5 -5 -1e-09
8.383 -1e-09 -5 -5 -1e-09
8.384 -1e-09 -5 -5 -1e-09
8.385 -1e-09 -5 -5 -1e-09
8.386 -1e-09 -5 -5 -1e-09
8.387 -1e-09 -5 -5 -1e-09
8.388 -1e-09 -5 -5 -1e-09
8.389 -1e-09 -5 -5 -1e-09
8.39 -1e-09 -5 -5 -1e-09
8.391 -1e-09 -5 -5 -1e-09
8.392 -1e-09 -5 -5 -1e-09
8.393 -1e-09 -5 -5 -1e-09
8.394 -1e-09 -5 -5 -1e-09
8.395 -1e-09 -5 -5 -1e-09
8.396 -1e-09 -5 -5 -1e-09
8.397 -1e-09 -5 -5 -1e-09
8.398 -1e-09 -5 -5 -1e-09
8.399 -1e-09 -5 -5 -1e-09
8.4 -1e-09 -5 -5 -1e-09
8.401 -1e-09 -5 -5 -1e-09
8.402 -1e-09 -5 -5 -1e-09
8.403 -1e-09 -5 -5 -1e-09
8.404 -1e-09 -5 -5 -1e-09
8.405 -1e-09 -5 -5 -1e-09
8.406 -1e-09 -5 -5 -1e-09
8.407 -1e-09 -5 -5 -1e-09
8.408 -1e-09 -5 -5 -1e-09
8.409 -1e-09 -5 -5 -1e-09
8.41 -1e-09 -5 -5 -1e-09
8.411 -1e-09 -5 -5 -1e-09
8.412 -1e-09 -5 -5 -1e-09
8.413 -1e-09 -5 -5 -1e-09
8.414 -1e-09 -5 -5 -1e-09
8.415 -1e-09 -5 -5 -1e-09
8.416 -1e-09 -5 -5 -1e-09
8.417 -1e-09 -5 -5 -1e-09
8.418 -1e-09 -5 -5 -1e-09
8.419 -1e-09 -5 -5 -1e-09
8.42 -1e-09 -5 -5 -1e-09
8.421 -1e-09 -5 -5 -1e-09
8.422 -1e-09 -5 -5 -1e-09
8.423 -1e-09 -5 -5 -1e-09
8.424 -1e-09 -5 -5 -1e-09
8.425 -1e-09 -5 -5 -1e-09
8.426 -1e-09 -5 -5 -1e-09
8.427 -1e-09 -5 -5 -1e-09
8.428 -1e-09 -5 -5 -1e-09
8.429 -1e-09 -5 -5 -1e-09
8.43 -1e-09 -5 -5 -1e-09
8.431 -1e-09 -5 -5 -1e-09
8.432 -1e-09 -5 -5 -1e-09
8.433 -1e-09 -5 -5 -1e-09
8.434 -1e-09 -5 -5 -1e-09
8.435 -1e-09 -5 -5 -1e-09
8.436 -1e-09 -5 -5 -1e-09
8.437 -1e-09 -5 -5 -1e-09
8.438 -1e-09 -5 -5 -1e-09
8.439 -1e-09 -5 -5 -1e-09
8.44 -1e-09 -5 -5 -1e-09
8.441 -1e-09 -5 -5 -1e-09
8.442 -1e-09 -5 -5 -1e-09
8.443 -1e-09 -5 -5 -1e-09
8.444 -1e-09 -5 -5 -1e-09
8.445 -1e-09 -5 -5 -1e-09
8.446 -1e-09 -5 -5 -1e-09
8.447 -1e-09 -5 -5 -1e-09
8.448 -1e-09 -5 -5 -1e-09
8.449 -1e-09 -5 -5 -1e-09
8.45 -1e-09 -5 -5 -1e-09
8.451 -1e-09 -5 -5 -1e-09
8.452 -1e-09 -5 -5 -1e-09
8.453 -1e-09 -5 -5 -1e-09
8.454 -1e-09 -5 -5 -1e-09
8.455 -1e-09 -5 -5 -1e-09
8.456 -1e-09 -5 -5 -1e-09
8.457 -1e-09 -5 -5 -1e-09
8.458 -1e-09 -5 -5 -1e-09
8.459 -1e-09 -5 -5 -1e-09
8.46 -1e-09 -5 -5 -1e-09
8.461 -1e-09 -5 -5 -1e-09
8.462 -1e-09 -5 -5 -1e-09
8.463 -1e-09 -5 -5 -1e-09
8.464 -1e-09 -5 -5 -1e-09
8.465 -1e-09 -5 -5 -1e-09
8.466 -1e-09 -5 -5 -1e-09
8.467 -1e-09 -5 -5 -1e-09
8.468 -1e-09 -5 -5 -1e-09
8.469 -1e-09 -5 -5 -1e-09
8.47 -1e-09 -5 -5 -1e-09
8.471 -1e-09 -5 -5 -1e-09
8.472 -1e-09 -5 -5 -1e-09
8.473 -1e-09 -5 -5 -1e-09
8.474 -1e-09 -5 -5 -1e-09
8.475 -1e-09 -5 -5 -1e-09
8.476 -1e-09 -5 -5 -1e-09
8.477 -1e-09 -5 -5 -1e-09
8.478 -1e-09 -5 -5 -1e-09
8.479 -1e-09 -5 -5 -1e-09
8.48 -1e-09 -5 -5 -1e-09
8.481 -1e-09 -5 -5 -1e-09
8.482 -1e-09 -5 -5 -1e-09
8.483 -1e-09 -5 -5 -1e-09
8.484 -1e-09 -5 -5 -1e-09
8.485 -1e-09 -5 -5 -1e-09
8.486 -1e-09 -5 -5 -1e-09
8.487 -1e-09 -5 -5 -1e-09
8.488 -1e-09 -5 -5 -1e-09
8.489 -1e-09 -5 -5 -1e-09
8.49 -1e-09 -5 -5 -1e-09
8.491 -1e-09 -5 -5 -1e-09
8.492 -1e-09 -5 -5 -1e-09
8.493 -1e-09 -5 -5 -1e-09
8.494 -1e-09 -5 -5 -1e-09
8.495 -1e-09 -5 -5 -1e-09
8.496 -1e-09 -5 -5 -1e-09
8.497 -1e-09 -5 -5 -1e-09
8.498 -1e-09 -5 -5 -1e-09
8.499 -1e-09 -5 -5 -1e-09
8.5 -1e-09 -5 -5 -1e-09
8.501 -1e-09 -5 -5 -1e-09
8.502 -1e-09 -5 -5 -1e-09
8.503 -1e-09 -5 -5 -1e-09
8.504 -1e-09 -5 -5 -1e-09
8.505 -1e-09 -5 -5 -1e-09
8.506 -1e-09 -5 -5 -1e-09
8.507 -1e-09 -5 -5 -1e-09
8.508 -1e-09 -5 -5 -1e-09
8.509 -1e-09 -5 -5 -1e-09
8.51 -1e-09 -5 -5 -1e-09
8.511 -1e-09 -5 -5 -1e-09
8.512 -1e-09 -5 -5 -1e-09
8.513 -1e-09 -5 -5 -1e-09
8.514 -1e-09 -5 -5 -1e-09
8.515 -1e-09 -5 -5 -1e-09
8.516 -1e-09 -5 -5 -1e-09
8.517 -1e-09 -5 -5 -1e-09
8.518 -1e-09 -5 -5 -1e-09
8.519 -1e-09 -5 -5 -1e-09
8.52 -1e-09 -5 -5 -1e-09
8.521 -1e-09 -5 -5 -1e-09
8.522 -1e-09 -5 -5 -1e-09
8.523 -1e-09 -5 -5 -1e-09
8.524 -1e-09 -5 -5 -1e-09
8.525 -1e-09 -5 -5 -1e-09
8.526 -1e-09 -5 -5 -1e-09
8.527 -1e-09 -5 -5 -1e-09
8.528 -1e-09 -5 -5 -1e-09
8.529 -1e-09 -5 -5 -1e-09
8.53 -1e-09 -5 -5 -1e-09
8.531 -1e-09 -5 -5 -1e-09
8.532 -1e-09 -5 -5 -1e-09
8.533 -1e-09 -5 -5 -1e-09
8.534 -1e-09 -5 -5 -1e-09
8.535 -1e-09 -5 -5 -1e-09
8.536 -1e-09 -5 -5 -1e-09
8.537 -1e-09 -5 -5 -1e-09
8.538 -1e-09 -5 -5 -1e-09
8.539 -1e-09 -5 -5 -1e-09
8.54 -1e-09 -5 -5 -1e-09
8.541 -1e-09 -5 -5 -1e-09
8.542 -1e-09 -5 -5 -1e-09
8.543 -1e-09 -5 -5 -1e-09
8.544 -1e-09 -5 -5 -1e-09
8.545 -1e-09 -5 -5 -1e-09
8.546 -1e-09 -5 -5 -1e-09
8.547 -1e-09 -5 -5 -1e-09
8.548 -1e-09 -5 -5 -1e-09
8.549 -1e-09 -5 -5 -1e-09
8.55 -1e-09 -5 -5 -1e-09
8.551 -1e-09 -5 -5 -1e-09
8.552 -1e-09 -5 -5 -1e-09
8.553 -1e-09 -5 -5 -1e-09
8.554 -1e-09 -5 -5 -1e-09
8.555 -1e-09 -5 -5 -1e-09
8.556 -1e-09 -5 -5 -1e-09
8.557 -1e-09 -5 -5 -1e-09
8.558 -1e-09 -5 -5 -1e-09
8.559 -1e-09 -5 -5 -1e-09
8.56 -1e-09 -5 -5 -1e-09
8.561 -1e-09 -5 -5 -1e-09
8.562 -1e-09 -5 -5 -1e-09
8.563 -1e-09 -5 -5 -1e-09
8.564 -1e-09 -5 -5 -1e-09
8.565 -1e-09 -5 -5 -1e-09
8.566 -1e-09 -5 -5 -1e-09
8.567 -1e-09 -5 -5 -1e-09
8.568 -1e-09 -5 -5 -1e-09
8.569 -1e-09 -5 -5 -1e-09
8.57 -1e-09 -5 -5 -1e-09
8.571 -1e-09 -5 -5 -1e-09
8.572 -1e-09 -5 -5 -1e-09
8.573 -1e-09 -5 -5 -1e-09
8.574 -1e-09 -5 -5 -1e-09
8.575 -1e-09 -5 -5 -1e-09
8.576 -1e-09 -5 -5 -1e-09
8.577 -1e-09 -5 -5 -1e-09
8.578 -1e-09 -5 -5 -1e-09
8.579 -1e-09 -5 -5 -1e-09
8.58 -1e-09 -5 -5 -1e-09
8.581 -1e-09 -5 -5 -1e-09
8.582 -1e-09 -5 -5 -1e-09
8.583 -1e-09 -5 -5 -1e-09
8.584 -1e-09 -5 -5 -1e-09
8.585 -1e-09 -5 -5 -1e-09
8.586 -1e-09 -5 -5 -1e-09
8.587 -1e-09 -5 -5 -1e-09
8.588 -1e-09 -5 -5 -1e-09
8.589 -1e-09 -5 -5 -1e-09
8.59 -1e-09 -5 -5 -1e-09
8.591 -1e-09 -5 -5 -1e-09
8.592 -1e-09 -5 -5 -1e-09
8.593 -1e-09 -5 -5 -1e-09
8.594 -1e-09 -5 -5 -1e-09
8.595 -1e-09 -5 -5 -1e-09
8.596 -1e-09 -5 -5 -1e-09
8.597 -1e-09 -5 -5 -1e-09
8.598 -1e-09 -5 -5 -1e-09
8.599 -1e-09 -5 -5 -1e-09
8.6 -1e-09 -5 -5 -1e-09
8.601 -1e-09 -5 -5 -1e-09
8.602 -1e-09 -5 -5 -1e-09
8.603 -1e-09 -5 -5 -1e-09
8.604 -1e-09 -5 -5 -1e-09
8.605 -1e-09 -5 -5 -1e-09
8.606 -1e-09 -5 -5 -1e-09
8.607 -1e-09 -5 -5 -1e-09
8.608 -1e-09 -5 -5 -1e-09
8.609 -1e-09 -5 -5 -1e-09
8.61 -1e-09 -5 -5 -1e-09
8.611 -1e-09 -5 -5 -1e-09
8.612 -1e-09 -5 -5 -1e-09
8.613 -1e-09 -5 -5 -1e-09
8.614 -1e-09 -5 -5 -1e-09
8.615 -1e-09 -5 -5 -1e-09
8.616 -1e-09 -5 -5 -1e-09
8.617 -1e-09 -5 -5 -1e-09
8.618 -1e-09 -5 -5 -1e-09
8.619 -1e-09 -5 -5 -1e-09
8.62 -1e-09 -5 -5 -1e-09
8.621 -1e-09 -5 -5 -1e-09
8.622 -1e-09 -5 -5 -1e-09
8.623 -1e-09 -5 -5 -1e-09
8.624 -1e-09 -5 -5 -1e-09
8.625 -1e-09 -5 -5 -1e-09
8.626 -1e-09 -5 -5 -1e-09
8.627 -1e-09 -5 -5 -1e-09
8.628 -1e-09 -5 -5 -1e-09
8.629 -1e-09 -5 -5 -1e-09
8.63 -1e-09 -5 -5 -1e-09
8.631 -1e-09 -5 -5 -1e-09
8.632 -1e-09 -5 -5 -1e-09
8.633 -1e-09 -5 -5 -1e-09
8.634 -1e-09 -5 -5 -1e-09
8.635 -1e-09 -5 -5 -1e-09
8.636 -1e-09 -5 -5 -1e-09
8.637 -1e-09 -5 -5 -1e-09
8.638 -1e-09 -5 -5 -1e-09
8.639 -1e-09 -5 -5 -1e-09
8.64 -1e-09 -5 -5 -1e-09
8.641 -1e-09 -5 -5 -1e-09
8.642 -1e-09 -5 -5 -1e-09
8.643 -1e-09 -5 -5 -1e-09
8.644 -1e-09 -5 -5 -1e-09
8.645 -1e-09 -5 -5 -1e-09
8.646 -1e-09 -5 -5 -1e-09
8.647 -1e-09 -5 -5 -1e-09
8.648 -1e-09 -5 -5 -1e-09
8.649 -1e-09 -5 -5 -1e-09
8.65 -1e-09 -5 -5 -1e-09
8.651 -1e-09 -5 -5 -1e-09
8.652 -1e-09 -5 -5 -1e-09
8.653 -1e-09 -5 -5 -1e-09
8.654 -1e-09 -5 -5 -1e-09
8.655 -1e-09 -5 -5 -1e-09
8.656 -1e-09 -5 -5 -1e-09
8.657 -1e-09 -5 -5 -1e-09
8.658 -1e-09 -5 -5 -1e-09
8.659 -1e-09 -5 -5 -1e-09
8.66 -1e-09 -5 -5 -1e-09
8.661 -1e-09 -5 -5 -1e-09
8.662 -1e-09 -5 -5 -1e-09
8.663 -1e-09 -5 -5 -1e-09
8.664 -1e-09 -5 -5 -1e-09
8.665 -1e-09 -5 -5 -1e-09
8.666 -1e-09 -5 -5 -1e-09
8.667 -1e-09 -5 -5 -1e-09
8.668 -1e-09 -5 -5 -1e-09
8.669 -1e-09 -5 -5 -1e-09
8.67 -1e-09 -5 -5 -1e-09
8.671 -1e-09 -5 -5 -1e-09
8.672 -1e-09 -5 -5 -1e-09
8.673 -1e-09 -5 -5 -1e-09
8.674 -1e-09 -5 -5 -1e-09
8.675 -1e-09 -5 -5 -1e-09
8.676 -1e-09 -5 -5 -1e-09
8.677 -1e-09 -5 -5 -1e-09
8.678 -1e-09 -5 -5 -1e-09
8.679 -1e-09 -5 -5 -1e-09
8.68 -1e-09 -5 -5 -1e-09
8.681 -1e-09 -5 -5 -1e-09
8.682 -1e-09 -5 -5 -1e-09
8.683 -1e-09 -5 -5 -1e-09
8.684 -1e-09 -5 -5 -1e-09
8.685 -1e-09 -5 -5 -1e-09
8.686 -1e-09 -5 -5 -1e-09
8.687 -1e-09 -5 -5 -1e-09
8.688 -1e-09 -5 -5 -1e-09
8.689 -1e-09 -5 -5 -1e-09
8.69 -1e-09 -5 -5 -1e-09
8.691 -1e-09 -5 -5 -1e-09
8.692 -1e-09 -5 -5 -1e-09
8.693 -1e-09 -5 -5 -1e-09
8.694 -1e-09 -5 -5 -1e-09
8.695 -1e-09 -5 -5 -1e-09
8.696 -1e-09 -5 -5 -1e-09
8.697 -1e-09 -5 -5 -1e-09
8.698 -1e-09 -5 -5 -1e-09
8.699 -1e-09 -5 -5 -1e-09
8.7 -1e-09 -5 -5 -1e-09
8.701 -1e-09 -5 -5 -1e-09
8.702 -1e-09 -5 -5 -1e-09
8.703 -1e-09 -5 -5 -1e-09
8.704 -1e-09 -5 -5 -1e-09
8.705 -1e-09 -5 -5 -1e-09
8.706 -1e-09 -5 -5 -1e-09
8.707 -1e-09 -5 -5 -1e-09
8.708 -1e-09 -5 -5 -1e-09
8.709 -1e-09 -5 -5 -1e-09
8.71 -1e-09 -5 -5 -1e-09
8.711 -1e-09 -5 -5 -1e-09
8.712 -1e-09 -5 -5 -1e-09
8.713 -1e-09 -5 -5 -1e-09
8.714 -1e-09 -5 -5 -1e-09
8.715 -1e-09 -5 -5 -1e-09
8.716 -1e-09 -5 -5 -1e-09
8.717 -1e-09 -5 -5 -1e-09
8.718 -1e-09 -5 -5 -1e-09
8.719 -1e-09 -5 -5 -1e-09
8.72 -1e-09 -5 -5 -1e-09
8.721 -1e-09 -5 -5 -1e-09
8.722 -1e-09 -5 -5 -1e-09
8.723 -1e-09 -5 -5 -1e-09
8.724 -1e-09 -5 -5 -1e-09
8.725 -1e-09 -5 -5 -1e-09
8.726 -1e-09 -5 -5 -1e-09
8.727 -1e-09 -5 -5 -1e-09
8.728 -1e-09 -5 -5 -1e-09
8.729 -1e-09 -5 -5 -1e-09
8.73 -1e-09 -5 -5 -1e-09
8.731 -1e-09 -5 -5 -1e-09
8.732 -1e-09 -5 -5 -1e-09
8.733 -1e-09 -5 -5 -1e-09
8.734 -1e-09 -5 -5 -1e-09
8.735 -1e-09 -5 -5 -1e-09
8.736 -1e-09 -5 -5 -1e-09
8.737 -1e-09 -5 -5 -1e-09
8.738 -1e-09 -5 -5 -1e-09
8.739 -1e-09 -5 -5 -1e-09
8.74 -1e-09 -5 -5 -1e-09
8.741 -1e-09 -5 -5 -1e-09
8.742 -1e-09 -5 -5 -1e-09
8.743 -1e-09 -5 -5 -1e-09
8.744 -1e-09 -5 -5 -1e-09
8.745 -1e-09 -5 -5 -1e-09
8.746 -1e-09 -5 -5 -1e-09
8.747 -1e-09 -5 -5 -1e-09
8.748 -1e-09 -5 -5 -1e-09
8.749 -1e-09 -5 -5 -1e-09
8.75 -1e-09 -5 -5 -1e-09
8.751 -1e-09 -5 -5 -1e-09
8.752 -1e-09 -5 -5 -1e-09
8.753 -1e-09 -5 -5 -1e-09
8.754 -1e-09 -5 -5 -1e-09
8.755 -1e-09 -5 -5 -1e-09
8.756 -1e-09 -5 -5 -1e-09
8.757 -1e-09 -5 -5 -1e-09
8.758 -1e-09 -5 -5 -1e-09
8.759 -1e-09 -5 -5 -1e-09
8.76 -1e-09 -5 -5 -1e-09
8.761 -1e-09 -5 -5 -1e-09
8.762 -1e-09 -5 -5 -1e-09
8.763 -1e-09 -5 -5 -1e-09
8.764 -1e-09 -5 -5 -1e-09
8.765 -1e-09 -5 -5 -1e-09
8.766 -1e-09 -5 -5 -1e-09
8.767 -1e-09 -5 -5 -1e-09
8.768 -1e-09 -5 -5 -1e-09
8.769 -1e-09 -5 -5 -1e-09
8.77 -1e-09 -5 -5 -1e-09
8.771 -1e-09 -5 -5 -1e-09
8.772 -1e-09 -5 -5 -1e-09
8.773 -1e-09 -5 -5 -1e-09
8.774 -1e-09 -5 -5 -1e-09
8.775 -1e-09 -5 -5 -1e-09
8.776 -1e-09 -5 -5 -1e-09
8.777 -1e-09 -5 -5 -1e-09
8.778 -1e-09 -5 -5 -1e-09
8.779 -1e-09 -5 -5 -1e-09
8.78 -1e-09 -5 -5 -1e-09
8.781 -1e-09 -5 -5 -1e-09
8.782 -1e-09 -5 -5 -1e-09
8.783 -1e-09 -5 -5 -1e-09
8.784 -1e-09 -5 -5 -1e-09
8.785 -1e-09 -5 -5 -1e-09
8.786 -1e-09 -5 -5 -1e-09
8.787 -1e-09 -5 -5 -1e-09
8.788 -1e-09 -5 -5 -1e-09
8.789 -1e-09 -5 -5 -1e-09
8.79 -1e-09 -5 -5 -1e-09
8.791 -1e-09 -5 -5 -1e-09
8.792 -1e-09 -5 -5 -1e-09
8.793 -1e-09 -5 -5 -1e-09
8.794 -1e-09 -5 -5 -1e-09
8.795 -1e-09 -5 -5 -1e-09
8.796 -1e-09 -5 -5 -1e-09
8.797 -1e-09 -5 -5 -1e-09
8.798 -1e-09 -5 -5 -1e-09
8.799 -1e-09 -5 -5 -1e-09
8.8 -1e-09 -5 -5 -1e-09
8.801 -1e-09 -5 -5 -1e-09
8.802 -1e-09 -5 -5 -1e-09
8.803 -1e-09 -5 -5 -1e-09
8.804 -1e-09 -5 -5 -1e-09
8.805 -1e-09 -5 -5 -1e-09
8.806 -1e-09 -5 -5 -1e-09
8.807 -1e-09 -5 -5 -1e-09
8.808 -1e-09 -5 -5 -1e-09
8.809 -1e-09 -5 -5 -1e-09
8.81 -1e-09 -5 -5 -1e-09
8.811 -1e-09 -5 -5 -1e-09
8.812 -1e-09 -5 -5 -1e-09
8.813 -1e-09 -5 -5 -1e-09
8.814 -1e-09 -5 -5 -1e-09
8.815 -1e-09 -5 -5 -1e-09
8.816 -1e-09 -5 -5 -1e-09
8.817 -1e-09 -5 -5 -1e-09
8.818 -1e-09 -5 -5 -1e-09
8.819 -1e-09 -5 -5 -1e-09
8.82 -1e-09 -5 -5 -1e-09
8.821 -1e-09 -5 -5 -1e-09
8.822 -1e-09 -5 -5 -1e-09
8.823 -1e-09 -5 -5 -1e-09
8.824 -1e-09 -5 -5 -1e-09
8.825 -1e-09 -5 -5 -1e-09
8.826 -1e-09 -5 -5 -1e-09
8.827 -1e-09 -5 -5 -1e-09
