t 1 2 3 4 5 6 7 jK0406 jL0406
0.000538 1.88757e-11 0 51.5562 180 180 192.15 1.21496 0.828829 -0.0828829
0.0005381 1.88757e-11 0 51.5511 180 180 183.853 0.385327 0.830429 -0.0830429
0.0005382 1.88757e-11 0 51.5459 180 180 175.549 -0.445072 0.83037 -0.083037
0.0005383 1.88757e-11 0 51.5408 180 180 167.254 -1.27458 0.82865 -0.082865
0.0005384 1.88757e-11 0 51.5356 180 180 158.985 -2.10154 0.825274 -0.0825274
0.0005385 1.88757e-11 0 51.5304 180 180 150.757 -2.92431 0.820248 -0.0820248
0.0005386 1.88757e-11 0 51.5253 180 180 142.588 -3.74122 0.813583 -0.0813583
0.0005387 1.88757e-11 0 51.5201 180 180 134.493 -4.55066 0.805291 -0.0805291
0.0005388 1.88757e-11 0 51.515 180 180 126.49 -5.351 0.795389 -0.0795389
0.0005389 1.88757e-11 0 51.5098 180 180 118.594 -6.14064 0.783897 -0.0783897
0.000539 1.88757e-11 0 51.5047 180 180 110.82 -6.91801 0.770839 -0.0770839
0.0005391 1.88757e-11 0 51.4995 180 180 103.185 -7.68155 0.756239 -0.0756239
0.0005392 1.88757e-11 0 51.4944 180 180 95.7027 -8.42973 0.740128 -0.0740128
0.0005393 1.88757e-11 0 51.4892 180 180 88.3894 -9.16106 0.722537 -0.0722537
0.0005394 1.88757e-11 0 51.4841 180 180 81.2592 -9.87408 0.703502 -0.0703502
0.0005395 1.88757e-11 0 51.4789 180 180 74.3264 -10.5674 0.68306 -0.068306
0.0005396 1.88757e-11 0 51.4738 180 180 67.6048 -11.2395 0.661254 -0.0661254
0.0005397 1.88757e-11 0 51.4686 180 180 61.1079 -11.8892 0.638125 -0.0638125
0.0005398 1.88757e-11 0 51.4635 180 180 54.8487 -12.5151 0.613721 -0.0613721
0.0005399 1.88757e-11 0 51.4584 180 180 48.8396 -13.116 0.588089 -0.0588089
0.00054 1.88757e-11 0 51.4532 180 180 43.0928 -13.6907 0.561283 -0.0561283
0.0005401 1.88757e-11 0 51.4481 180 180 37.6196 -14.238 0.533354 -0.0533354
0.0005402 1.88757e-11 0 51.4429 180 180 32.431 -14.7569 0.504359 -0.0504359
0.0005403 1.88757e-11 0 51.4378 180 180 27.5375 -15.2463 0.474356 -0.0474356
0.0005404 1.88757e-11 0 51.4326 180 180 22.9487 -15.7051 0.443404 -0.0443404
0.0005405 1.88757e-11 0 51.4275 180 180 18.6738 -16.1326 0.411567 -0.0411567
0.0005406 1.88756e-11 0 51.4223 180 180 14.7214 -16.5279 0.378906 -0.0378906
0.0005407 1.88756e-11 0 51.4172 180 180 11.0995 -16.8901 0.345488 -0.0345488
0.0005408 1.88756e-11 0 51.4121 180 180 7.81512 -17.2185 0.31138 -0.031138
0.0005409 1.88756e-11 0 51.4069 180 180 4.87498 -17.5125 0.276649 -0.0276649
0.000541 1.88756e-11 0 51.4018 180 180 2.28491 -17.7715 0.241365 -0.0241365
0.0005411 1.63312e-11 0 51.3966 180 180 0.0500986 -17.995 0.205598 -0.0205598
0.0005412 -1.0939 0 51.3915 180.002 180 -1.71347 -18.1716 0.147554 -0.0169432
0.0005413 -2.34926 0 51.3864 180.005 180 -2.98794 -18.2993 0.0859756 -0.0132961
0.0005414 -2.95864 0 51.3812 180.006 180 -3.60309 -18.3609 0.0371277 -0.00963006
0.0005415 -3.12766 0 51.3761 180.006 180 -3.7735 -18.378 -0.00299153 -0.00595617
0.0005416 -2.93528 0 51.3709 180.006 180 -3.57953 -18.3585 -0.0358804 -0.00228252
0.0005417 -2.44744 0 51.3658 180.005 180 -3.08715 -18.3092 -0.0627914 0.00138425
0.0005418 -1.71987 0 51.3607 180.003 180 -2.35076 -18.2354 -0.0847846 0.00503871
0.0005419 -0.80285 0 51.3555 180.002 180 -1.41469 -18.1416 -0.102821 0.00867642
0.000542 -1.90288e-06 0 51.3504 180 180 -0.288027 -18.0288 -0.122935 0.0122935
0.0005421 1.88757e-11 0 51.3453 180 180 1.09456 -17.8905 -0.158854 0.0158854
0.0005422 1.88756e-11 0 51.3401 180 180 2.86111 -17.7139 -0.194458 0.0194458
0.0005423 1.88756e-11 0 51.335 180 180 4.98177 -17.5018 -0.229674 0.0229674
0.0005424 1.88756e-11 0 51.3299 180 180 7.4523 -17.2548 -0.264431 0.0264431
0.0005425 1.88756e-11 0 51.3247 180 180 10.2677 -16.9732 -0.298659 0.0298659
0.0005426 1.88756e-11 0 51.3196 180 180 13.4225 -16.6578 -0.33229 0.033229
0.0005427 1.88757e-11 0 51.3145 180 180 16.9102 -16.309 -0.365256 0.0365256
0.0005428 1.88757e-11 0 51.3093 180 180 20.724 -15.9276 -0.397493 0.0397493
0.0005429 1.88757e-11 0 51.3042 180 180 24.8561 -15.5144 -0.428935 0.0428935
0.000543 1.88757e-11 0 51.2991 180 180 29.2984 -15.0702 -0.45952 0.045952
0.0005431 1.88757e-11 0 51.2939 180 180 34.0419 -14.5958 -0.489186 0.0489186
0.0005432 1.88757e-11 0 51.2888 180 180 39.0772 -14.0923 -0.517874 0.0517874
0.0005433 1.88757e-11 0 51.2837 180 180 44.3942 -13.5606 -0.545526 0.0545526
0.0005434 1.88757e-11 0 51.2786 180 180 49.9823 -13.0018 -0.572089 0.0572089
0.0005435 1.88757e-11 0 51.2734 180 180 55.8303 -12.417 -0.597508 0.0597508
0.0005436 1.88757e-11 0 51.2683 180 180 61.9264 -11.8074 -0.621732 0.0621732
0.0005437 1.88757e-11 0 51.2632 180 180 68.2587 -11.1741 -0.644713 0.0644713
0.0005438 1.88757e-11 0 51.2581 180 180 74.8143 -10.5186 -0.666406 0.0666406
0.0005439 1.88757e-11 0 51.2529 180 180 81.5801 -9.84199 -0.686767 0.0686767
0.000544 1.88757e-11 0 51.2478 180 180 88.5427 -9.14573 -0.705754 0.0705754
0.0005441 1.88757e-11 0 51.2427 180 180 95.6882 -8.43118 -0.723331 0.0723331
0.0005442 1.88757e-11 0 51.2376 180 180 103.002 -7.69979 -0.739462 0.0739462
0.0005443 1.88757e-11 0 51.2324 180 180 110.47 -6.953 -0.754115 0.0754115
0.0005444 1.88757e-11 0 51.2273 180 180 118.077 -6.19231 -0.76726 0.076726
0.0005445 1.88757e-11 0 51.2222 180 180 125.808 -5.41924 -0.778872 0.0778872
0.0005446 1.88757e-11 0 51.2171 180 180 133.647 -4.63534 -0.788926 0.0788926
0.0005447 1.88757e-11 0 51.2119 180 180 141.578 -3.84218 -0.797404 0.0797404
0.0005448 1.88757e-11 0 51.2068 180 180 149.587 -3.04133 -0.804287 0.0804288
0.0005449 1.88757e-11 0 51.2017 180 180 157.656 -2.23441 -0.809563 0.0809563
0.000545 1.88757e-11 0 51.1966 180 180 165.77 -1.42302 -0.813221 0.0813221
0.0005451 1.88757e-11 0 51.1915 180 180 173.912 -0.60878 -0.815252 0.0815252
0.0005452 1.88757e-11 0 51.1863 180 180 182.067 0.206673 -0.815655 0.0815655
0.0005453 1.88757e-11 0 51.1812 180 180 190.217 1.02171 -0.814426 0.0814426
0.0005454 1.88757e-11 0 51.1761 180 180 198.347 1.83471 -0.81157 0.081157
0.0005455 1.88757e-11 0 51.171 180 180 206.44 2.64404 -0.807091 0.0807091
0.0005456 1.88757e-11 0 51.1659 180 180 214.481 3.44809 -0.800999 0.0800999
0.0005457 1.88757e-11 0 51.1608 180 180 222.452 4.24524 -0.793306 0.0793306
0.0005458 1.88757e-11 0 51.1556 180 180 230.339 5.03391 -0.784026 0.0784026
0.0005459 1.88757e-11 0 51.1505 180 180 238.125 5.81251 -0.77318 0.077318
0.000546 1.88757e-11 0 51.1454 180 180 245.795 6.57949 -0.760788 0.0760788
0.0005461 1.88757e-11 0 51.1403 180 180 253.333 7.33332 -0.746875 0.0746875
0.0005462 1.88757e-11 0 51.1352 180 180 260.725 8.0725 -0.731469 0.0731469
0.0005463 1.88757e-11 0 51.1301 180 180 267.955 8.79553 -0.714601 0.0714601
0.0005464 1.88757e-11 0 51.125 180 180 275.01 9.50098 -0.696305 0.0696305
0.0005465 1.88757e-11 0 51.1198 180 180 281.874 10.1874 -0.676616 0.0676616
0.0005466 1.88757e-11 0 51.1147 180 180 288.535 10.8535 -0.655575 0.0655575
0.0005467 1.88757e-11 0 51.1096 180 180 294.979 11.4979 -0.633224 0.0633224
0.0005468 1.88757e-11 0 51.1045 180 180 301.194 12.1194 -0.609607 0.0609607
0.0005469 1.88757e-11 0 51.0994 180 180 307.165 12.7165 -0.584771 0.0584771
0.000547 1.88757e-11 0 51.0943 180 180 312.883 13.2883 -0.558766 0.0558766
0.0005471 1.88757e-11 0 51.0892 180 180 318.335 13.8335 -0.531644 0.0531644
0.0005472 1.88757e-11 0 51.0841 180 180 323.511 14.3511 -0.503459 0.0503459
0.0005473 1.88757e-11 0 51.079 180 180 328.399 14.8399 -0.474268 0.0474268
0.0005474 1.88757e-11 0 51.0739 180 180 332.991 15.2991 -0.444129 0.0444129
0.0005475 1.88757e-11 0 51.0688 180 180 337.277 15.7277 -0.413102 0.0413102
0.0005476 1.88757e-11 0 51.0636 180 180 341.249 16.1249 -0.38125 0.038125
0.0005477 1.88757e-11 0 51.0585 180 180 344.899 16.4899 -0.348635 0.0348635
0.0005478 1.88757e-11 0 51.0534 180 180 348.218 16.8218 -0.315323 0.0315323
0.0005479 1.88757e-11 0 51.0483 180 180 351.202 17.1202 -0.281381 0.0281381
0.000548 1.88757e-11 0 51.0432 180 180 353.843 17.3843 -0.246877 0.0246877
0.0005481 1.88757e-11 0 51.0381 180 180 356.137 17.6137 -0.211879 0.0211879
0.0005482 1.88757e-11 0 51.033 180 180 358.079 17.8079 -0.176457 0.0176457
0.0005483 1.88757e-11 0 51.0279 180 180 359.664 17.9664 -0.140683 0.0140683
0.0005484 1.88757e-11 0 51.0228 180 180 360.891 18.0891 -0.104627 0.0104627
0.0005485 1.88757e-11 0 51.0177 180 180 361.756 18.1756 -0.0683626 0.00683626
0.0005486 1.88757e-11 0 51.0126 180 180 362.258 18.2258 -0.0319612 0.00319612
0.0005487 1.88757e-11 0 51.0075 180 180 362.395 18.2395 0.00450399 -0.000450399
0.0005488 1.88757e-11 0 51.0024 180 180 362.168 18.2168 0.0409602 -0.00409602
0.0005489 1.88757e-11 0 50.9973 180 180 361.576 18.1576 0.0773346 -0.00773346
0.000549 1.88757e-11 0 50.9922 180 180 360.622 18.0622 0.113554 -0.0113554
0.0005491 1.88757e-11 0 50.9871 180 180 359.306 17.9306 0.149547 -0.0149547
0.0005492 1.88757e-11 0 50.982 180 180 357.632 17.7632 0.185241 -0.0185241
0.0005493 1.88757e-11 0 50.9769 180 180 355.603 17.5603 0.220564 -0.0220564
0.0005494 1.88757e-11 0 50.9718 180 180 353.223 17.3223 0.255447 -0.0255447
0.0005495 1.88757e-11 0 50.9667 180 180 350.497 17.0497 0.289819 -0.0289819
0.0005496 1.88757e-11 0 50.9616 180 180 347.43 16.743 0.323612 -0.0323612
0.0005497 1.88757e-11 0 50.9565 180 180 344.028 16.4028 0.356757 -0.0356757
0.0005498 1.88757e-11 0 50.9514 180 180 340.298 16.0298 0.38919 -0.038919
0.0005499 1.88757e-11 0 50.9463 180 180 336.248 15.6248 0.420845 -0.0420845
0.00055 1.88757e-11 0 50.9412 180 180 331.885 15.1885 0.451658 -0.0451658
0.0005501 1.88757e-11 0 50.9361 180 180 327.219 14.7219 0.481568 -0.0481568
0.0005502 1.88757e-11 0 50.9311 180 180 322.259 14.2259 0.510516 -0.0510516
0.0005503 1.88757e-11 0 50.926 180 180 317.014 13.7014 0.538443 -0.0538443
0.0005504 1.88757e-11 0 50.9209 180 180 311.495 13.1495 0.565294 -0.0565294
0.0005505 1.88757e-11 0 50.9158 180 180 305.714 12.5714 0.591015 -0.0591015
0.0005506 1.88757e-11 0 50.9107 180 180 299.681 11.9681 0.615555 -0.0615555
0.0005507 1.88757e-11 0 50.9056 180 180 293.409 11.3409 0.638864 -0.0638864
0.0005508 1.88757e-11 0 50.9005 180 180 286.91 10.691 0.660896 -0.0660896
0.0005509 1.88757e-11 0 50.8954 180 180 280.197 10.0197 0.681606 -0.0681606
0.000551 1.88757e-11 0 50.8903 180 180 273.285 9.32847 0.700954 -0.0700954
0.0005511 1.88757e-11 0 50.8852 180 180 266.185 8.61854 0.718901 -0.0718902
0.0005512 1.88757e-11 0 50.8801 180 180 258.914 7.89138 0.735411 -0.0735411
0.0005513 1.88757e-11 0 50.8751 180 180 251.485 7.14845 0.750451 -0.0750451
0.0005514 1.88757e-11 0 50.87 180 180 243.912 6.39123 0.763991 -0.0763991
0.0005515 1.88757e-11 0 50.8649 180 180 236.212 5.62123 0.776003 -0.0776003
0.0005516 1.88757e-11 0 50.8598 180 180 228.4 4.84 0.786465 -0.0786465
0.0005517 1.88757e-11 0 50.8547 180 180 220.491 4.04909 0.795354 -0.0795354
0.0005518 1.88757e-11 0 50.8496 180 180 212.501 3.25009 0.802653 -0.0802653
0.0005519 1.88757e-11 0 50.8445 180 180 204.446 2.44459 0.808348 -0.0808348
0.000552 1.88757e-11 0 50.8395 180 180 196.342 1.6342 0.812426 -0.0812426
0.0005521 1.88757e-11 0 50.8344 180 180 188.205 0.820546 0.814881 -0.0814881
0.0005522 1.88757e-11 0 50.8293 180 180 180.053 0.00525217 0.815707 -0.0815707
0.0005523 1.88757e-11 0 50.8242 180 180 171.899 -0.810052 0.814902 -0.0814902
0.0005524 1.88757e-11 0 50.8191 180 180 163.763 -1.62374 0.812468 -0.0812468
0.0005525 1.88757e-11 0 50.814 180 180 155.658 -2.43418 0.80841 -0.080841
0.0005526 1.88757e-11 0 50.809 180 180 147.602 -3.23975 0.802736 -0.0802736
0.0005527 1.88757e-11 0 50.8039 180 180 139.612 -4.03885 0.795458 -0.0795458
0.0005528 1.88757e-11 0 50.7988 180 180 131.701 -4.82987 0.786589 -0.0786589
0.0005529 1.88757e-11 0 50.7937 180 180 123.888 -5.61124 0.776148 -0.0776148
0.000553 1.88757e-11 0 50.7886 180 180 116.186 -6.38139 0.764155 -0.0764155
0.0005531 1.88757e-11 0 50.7836 180 180 108.612 -7.13879 0.750635 -0.0750635
0.0005532 1.88757e-11 0 50.7785 180 180 101.181 -7.88191 0.735615 -0.0735615
0.0005533 1.88757e-11 0 50.7734 180 180 93.9072 -8.60928 0.719123 -0.0719123
0.0005534 1.88757e-11 0 50.7683 180 180 86.8056 -9.31944 0.701195 -0.0701195
0.0005535 1.88757e-11 0 50.7633 180 180 79.8903 -10.011 0.681864 -0.0681864
0.0005536 1.88757e-11 0 50.7582 180 180 73.1751 -10.6825 0.661171 -0.0661171
0.0005537 1.88757e-11 0 50.7531 180 180 66.6735 -11.3326 0.639156 -0.0639156
0.0005538 1.88757e-11 0 50.748 180 180 60.3984 -11.9602 0.615863 -0.0615863
0.0005539 1.88757e-11 0 50.743 180 180 54.3624 -12.5638 0.591339 -0.0591339
0.000554 1.88757e-11 0 50.7379 180 180 48.5775 -13.1422 0.565633 -0.0565633
0.0005541 1.88757e-11 0 50.7328 180 180 43.0554 -13.6945 0.538796 -0.0538796
0.0005542 1.88757e-11 0 50.7277 180 180 37.807 -14.2193 0.510882 -0.0510882
0.0005543 1.88757e-11 0 50.7227 180 180 32.8429 -14.7157 0.481947 -0.0481947
0.0005544 1.88757e-11 0 50.7176 180 180 28.1729 -15.1827 0.452049 -0.0452049
0.0005545 1.88757e-11 0 50.7125 180 180 23.8064 -15.6194 0.421247 -0.0421247
0.0005546 1.88757e-11 0 50.7074 180 180 19.7521 -16.0248 0.389603 -0.0389603
0.0005547 1.88757e-11 0 50.7024 180 180 16.0182 -16.3982 0.35718 -0.035718
0.0005548 1.88756e-11 0 50.6973 180 180 12.6121 -16.7388 0.324043 -0.0324043
0.0005549 1.88756e-11 0 50.6922 180 180 9.54062 -17.0459 0.290258 -0.0290258
0.000555 1.88756e-11 0 50.6872 180 180 6.80986 -17.319 0.255893 -0.0255893
0.0005551 1.88756e-11 0 50.6821 180 180 4.42531 -17.5575 0.221017 -0.0221017
0.0005552 1.88756e-11 0 50.677 180 180 2.39174 -17.7608 0.185698 -0.0185698
0.0005553 1.88756e-11 0 50.672 180 180 0.7132 -17.9287 0.150009 -0.0150009
0.0005554 -0.0559772 0 50.6669 180 180 -0.601236 -18.0601 0.112901 -0.011402
0.0005555 -0.859319 0 50.6618 180.002 180 -1.47286 -18.1475 0.0606261 -0.00778125
0.0005556 -1.25306 0 50.6568 180.003 180 -1.87603 -18.1879 0.016416 -0.00414772
0.0005557 -1.23744 0 50.6517 180.002 180 -1.86009 -18.1863 -0.0196457 -0.000510307
0.0005558 -0.901477 0 50.6466 180.002 180 -1.51621 -18.1518 -0.0492645 0.0031235
0.0005559 -0.314009 0 50.6416 180.001 180 -0.902379 -18.0903 -0.0737573 0.00674771
0.000556 -1.87815e-11 0 50.6365 180 180 -0.0172668 -18.0017 -0.103569 0.0103569
0.0005561 1.88756e-11 0 50.6314 180 180 1.15166 -17.8848 -0.139456 0.0139456
0.0005562 1.88756e-11 0 50.6264 180 180 2.72428 -17.7276 -0.175068 0.0175068
0.0005563 1.88756e-11 0 50.6213 180 180 4.65127 -17.5349 -0.210331 0.0210331
0.0005564 1.88756e-11 0 50.6163 180 180 6.92879 -17.3071 -0.245173 0.0245173
0.0005565 1.88756e-11 0 50.6112 180 180 9.55227 -17.0448 -0.279524 0.0279524
0.0005566 1.88756e-11 0 50.6061 180 180 12.5165 -16.7484 -0.313318 0.0313318
0.0005567 1.88757e-11 0 50.6011 180 180 15.8155 -16.4185 -0.346484 0.0346484
0.0005568 1.88757e-11 0 50.596 180 180 19.4427 -16.0557 -0.378959 0.0378959
0.0005569 1.88757e-11 0 50.591 180 180 23.3909 -15.6609 -0.410675 0.0410675
0.000557 1.88757e-11 0 50.5859 180 180 27.6521 -15.2348 -0.441571 0.0441571
0.0005571 1.88757e-11 0 50.5808 180 180 32.2179 -14.7782 -0.471584 0.0471584
0.0005572 1.88757e-11 0 50.5758 180 180 37.0791 -14.2921 -0.500654 0.0500654
0.0005573 1.88757e-11 0 50.5707 180 180 42.226 -13.7774 -0.528724 0.0528724
0.0005574 1.88757e-11 0 50.5657 180 180 47.6483 -13.2352 -0.555736 0.0555736
0.0005575 1.88757e-11 0 50.5606 180 180 53.3351 -12.6665 -0.581638 0.0581638
0.0005576 1.88757e-11 0 50.5556 180 180 59.2752 -12.0725 -0.606377 0.0606377
0.0005577 1.88757e-11 0 50.5505 180 180 65.4566 -11.4543 -0.629904 0.0629904
0.0005578 1.88757e-11 0 50.5454 180 180 71.867 -10.8133 -0.652171 0.0652171
0.0005579 1.88757e-11 0 50.5404 180 180 78.4935 -10.1506 -0.673135 0.0673135
0.000558 1.88757e-11 0 50.5353 180 180 85.323 -9.4677 -0.692754 0.0692754
0.0005581 1.88757e-11 0 50.5303 180 180 92.3417 -8.76583 -0.710987 0.0710987
0.0005582 1.88757e-11 0 50.5252 180 180 99.5356 -8.04644 -0.727799 0.0727799
0.0005583 1.88757e-11 0 50.5202 180 180 106.89 -7.31096 -0.743157 0.0743157
0.0005584 1.88757e-11 0 50.5151 180 180 114.391 -6.56087 -0.757029 0.0757029
0.0005585 1.88757e-11 0 50.5101 180 180 122.023 -5.79766 -0.769387 0.0769387
0.0005586 1.88757e-11 0 50.505 180 180 129.771 -5.02286 -0.780208 0.0780208
0.0005587 1.88757e-11 0 50.5 180 180 137.62 -4.23803 -0.789469 0.0789469
0.0005588 1.88757e-11 0 50.4949 180 180 145.553 -3.44472 -0.797151 0.0797151
0.0005589 1.88757e-11 0 50.4899 180 180 153.555 -2.64452 -0.803241 0.0803241
0.000559 1.88757e-11 0 50.4848 180 180 161.61 -1.83904 -0.807724 0.0807724
0.0005591 1.88757e-11 0 50.4798 180 180 169.701 -1.02988 -0.810593 0.0810593
0.0005592 1.88757e-11 0 50.4747 180 180 177.813 -0.218662 -0.811842 0.0811842
0.0005593 1.88757e-11 0 50.4697 180 180 185.93 0.592993 -0.811467 0.0811467
0.0005594 1.88757e-11 0 50.4646 180 180 194.035 1.40346 -0.809471 0.0809471
0.0005595 1.88757e-11 0 50.4596 180 180 202.111 2.21113 -0.805856 0.0805856
0.0005596 1.88757e-11 0 50.4545 180 180 210.144 3.01437 -0.800631 0.0800631
0.0005597 1.88757e-11 0 50.4495 180 180 218.116 3.81159 -0.793805 0.0793805
0.0005598 1.88757e-11 0 50.4445 180 180 226.012 4.60118 -0.785392 0.0785392
0.0005599 1.88757e-11 0 50.4394 180 180 233.816 5.38159 -0.775409 0.0775409
0.00056 1.88757e-11 0 50.4344 180 180 241.512 6.15123 -0.763876 0.0763876
0.0005601 1.88757e-11 0 50.4293 180 180 249.086 6.90857 -0.750817 0.0750817
0.0005602 1.88757e-11 0 50.4243 180 180 256.521 7.65211 -0.736256 0.0736256
0.0005603 1.88757e-11 0 50.4192 180 180 263.804 8.38035 -0.720223 0.0720224
0.0005604 1.88757e-11 0 50.4142 180 180 270.918 9.09184 -0.702751 0.0702751
0.0005605 1.88757e-11 0 50.4092 180 180 277.852 9.78515 -0.683874 0.0683874
0.0005606 1.88757e-11 0 50.4041 180 180 284.589 10.4589 -0.66363 0.066363
0.0005607 1.88757e-11 0 50.3991 180 180 291.117 11.1117 -0.64206 0.064206
0.0005608 1.88757e-11 0 50.394 180 180 297.424 11.7424 -0.619205 0.0619205
0.0005609 1.88757e-11 0 50.389 180 180 303.495 12.3495 -0.595114 0.0595114
0.000561 1.88757e-11 0 50.384 180 180 309.32 12.932 -0.569832 0.0569832
0.0005611 1.88757e-11 0 50.3789 180 180 314.886 13.4886 -0.543411 0.0543411
0.0005612 1.88757e-11 0 50.3739 180 180 320.183 14.0183 -0.515904 0.0515904
0.0005613 1.88757e-11 0 50.3688 180 180 325.199 14.5199 -0.487366 0.0487366
0.0005614 1.88757e-11 0 50.3638 180 180 329.925 14.9925 -0.457854 0.0457854
0.0005615 1.88757e-11 0 50.3588 180 180 334.352 15.4352 -0.427426 0.0427426
0.0005616 1.88757e-11 0 50.3537 180 180 338.47 15.847 -0.396144 0.0396144
0.0005617 1.88757e-11 0 50.3487 180 180 342.271 16.2271 -0.36407 0.036407
0.0005618 1.88757e-11 0 50.3437 180 180 345.747 16.5747 -0.331268 0.0331268
0.0005619 1.88757e-11 0 50.3386 180 180 348.893 16.8893 -0.297804 0.0297804
0.000562 1.88757e-11 0 50.3336 180 180 351.7 17.17 -0.263745 0.0263745
0.0005621 1.88757e-11 0 50.3286 180 180 354.165 17.4165 -0.229158 0.0229158
0.0005622 1.88757e-11 0 50.3235 180 180 356.281 17.6281 -0.194114 0.0194114
0.0005623 1.88757e-11 0 50.3185 180 180 358.045 17.8045 -0.158681 0.0158681
0.0005624 1.88757e-11 0 50.3135 180 180 359.453 17.9453 -0.122931 0.0122931
0.0005625 1.88757e-11 0 50.3084 180 180 360.503 18.0503 -0.0869354 0.00869354
0.0005626 1.88757e-11 0 50.3034 180 180 361.191 18.1191 -0.050766 0.0050766
0.0005627 1.88757e-11 0 50.2984 180 180 361.518 18.1518 -0.0144951 0.00144951
0.0005628 1.88757e-11 0 50.2933 180 180 361.481 18.1481 0.0218047 -0.00218047
0.0005629 1.88757e-11 0 50.2883 180 180 361.082 18.1082 0.058061 -0.0058061
0.000563 1.88757e-11 0 50.2833 180 180 360.32 18.032 0.0942012 -0.00942012
0.0005631 1.88757e-11 0 50.2783 180 180 359.199 17.9199 0.130153 -0.0130153
0.0005632 1.88757e-11 0 50.2732 180 180 357.719 17.7719 0.165845 -0.0165845
0.0005633 1.88757e-11 0 50.2682 180 180 355.883 17.5883 0.201205 -0.0201205
0.0005634 1.88757e-11 0 50.2632 180 180 353.697 17.3697 0.236163 -0.0236163
0.0005635 1.88757e-11 0 50.2582 180 180 351.162 17.1162 0.270649 -0.0270649
0.0005636 1.88757e-11 0 50.2531 180 180 348.286 16.8286 0.304594 -0.0304594
0.0005637 1.88757e-11 0 50.2481 180 180 345.074 16.5074 0.33793 -0.033793
0.0005638 1.88757e-11 0 50.2431 180 180 341.531 16.1531 0.37059 -0.037059
0.0005639 1.88757e-11 0 50.2381 180 180 337.666 15.7666 0.40251 -0.040251
0.000564 1.88757e-11 0 50.233 180 180 333.485 15.3485 0.433625 -0.0433625
0.0005641 1.88757e-11 0 50.228 180 180 328.997 14.8997 0.463873 -0.0463873
0.0005642 1.88757e-11 0 50.223 180 180 324.212 14.4212 0.493194 -0.0493194
0.0005643 1.88757e-11 0 50.218 180 180 319.138 13.9138 0.521529 -0.0521529
0.0005644 1.88757e-11 0 50.2129 180 180 313.787 13.3787 0.548822 -0.0548822
0.0005645 1.88757e-11 0 50.2079 180 180 308.167 12.8167 0.575017 -0.0575017
0.0005646 1.88757e-11 0 50.2029 180 180 302.292 12.2292 0.600063 -0.0600063
0.0005647 1.88757e-11 0 50.1979 180 180 296.172 11.6172 0.623909 -0.0623909
0.0005648 1.88757e-11 0 50.1929 180 180 289.82 10.982 0.646509 -0.0646509
0.0005649 1.88757e-11 0 50.1878 180 180 283.248 10.3248 0.667815 -0.0667815
0.000565 1.88757e-11 0 50.1828 180 180 276.47 9.64705 0.687787 -0.0687787
0.0005651 1.88757e-11 0 50.1778 180 180 269.5 8.94996 0.706384 -0.0706384
0.0005652 1.88757e-11 0 50.1728 180 180 262.35 8.23498 0.723569 -0.0723569
0.0005653 1.88757e-11 0 50.1678 180 180 255.035 7.50355 0.739308 -0.0739308
0.0005654 1.88757e-11 0 50.1628 180 180 247.571 6.75711 0.753568 -0.0753568
0.0005655 1.88757e-11 0 50.1577 180 180 239.972 5.99716 0.766323 -0.0766323
0.0005656 1.88757e-11 0 50.1527 180 180 232.252 5.22523 0.777545 -0.0777545
0.0005657 1.88757e-11 0 50.1477 180 180 224.428 4.44285 0.787213 -0.0787213
0.0005658 1.88757e-11 0 50.1427 180 180 216.516 3.65159 0.795308 -0.0795308
0.0005659 1.88757e-11 0 50.1377 180 180 208.53 2.85303 0.801812 -0.0801812
0.000566 1.88757e-11 0 50.1327 180 180 200.488 2.04877 0.806714 -0.0806714
0.0005661 1.88757e-11 0 50.1277 180 180 192.404 1.24041 0.810003 -0.0810003
0.0005662 1.88757e-11 0 50.1226 180 180 184.296 0.429568 0.811673 -0.0811673
0.0005663 1.88757e-11 0 50.1176 180 180 176.179 -0.382129 0.811721 -0.0811721
0.0005664 1.88757e-11 0 50.1126 180 180 168.069 -1.19306 0.810145 -0.0810145
0.0005665 1.88757e-11 0 50.1076 180 180 159.984 -2.00161 0.806951 -0.0806951
0.0005666 1.88757e-11 0 50.1026 180 180 151.938 -2.80616 0.802143 -0.0802143
0.0005667 1.88757e-11 0 50.0976 180 180 143.949 -3.60509 0.795732 -0.0795732
0.0005668 1.88757e-11 0 50.0926 180 180 136.032 -4.39683 0.78773 -0.078773
0.0005669 1.88757e-11 0 50.0876 180 180 128.202 -5.17977 0.778153 -0.0778153
0.000567 1.88757e-11 0 50.0826 180 180 120.476 -5.95235 0.767021 -0.0767021
0.0005671 1.88757e-11 0 50.0775 180 180 112.87 -6.71304 0.754356 -0.0754356
0.0005672 1.88757e-11 0 50.0725 180 180 105.397 -7.46031 0.740182 -0.0740182
0.0005673 1.88757e-11 0 50.0675 180 180 98.0733 -8.19267 0.724529 -0.0724529
0.0005674 1.88757e-11 0 50.0625 180 180 90.9135 -8.90865 0.707428 -0.0707428
0.0005675 1.88757e-11 0 50.0575 180 180 83.9318 -9.60682 0.688913 -0.0688913
0.0005676 1.88757e-11 0 50.0525 180 180 77.1422 -10.2858 0.66902 -0.066902
0.0005677 1.88757e-11 0 50.0475 180 180 70.5581 -10.9442 0.64779 -0.064779
0.0005678 1.88757e-11 0 50.0425 180 180 64.1928 -11.5807 0.625265 -0.0625265
